1058038133	20120812	201208	2012	2012.6082	GBR	SCOTLAND	GBR								LAB	WORKER						LAB			1	190	190	19	4	-10.0	10	1	10	-2.52100840336135	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220810141500	https://www.thenational.scot/news/20616726.public-sector-works-need-immediate-pay-increase-says-stuc/
1058038134	20210810	202108	2021	2021.6027	BUS	INDUSTRY						BUS													0	033	033	03	1	5.2	5	1	5	0.21141649048625	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	0								4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20220810141500	https://allafrica.com/stories/202208100547.html
1058038135	20210810	202108	2021	2021.6027	BUS	INVESTOR						BUS			MED	GAZETTE						MED			1	070	070	07	2	7.0	5	1	5	2.73722627737227	0								0								0								20220810141500	https://www.thegazette.com/environment-nature/releaf-plan-gets-2-8m-in-donations-after-derecho/
1058038136	20210810	202108	2021	2021.6027	ESP	SPAIN	ESP																		1	010	010	01	1	0.0	10	1	10	2.12121212121212	1	Thailand	TH	TH		15	100	TH	0								1	Thailand	TH	TH		15	100	TH	20220810141500	https://www.army-technology.com/news/spain-themis-ugv-milrem-robotics/
1058038137	20210810	202108	2021	2021.6027	MNCUSAMED	MOTOROLA	USA					MNC	MED		BUS	COMPANIES						BUS			1	051	051	05	1	3.4	5	1	5	1.7125382262997	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220810141500	https://www.engadget.com/samsung-galaxy-z-fold-4-hands-on-durability-specs-price-availability-130025182.html
1058038138	20220711	202207	2022	2022.5233	CRM	CRIMINAL						CRM			SPY	INTELLIGENCE						SPY			1	114	114	11	3	-2.0	10	1	10	-5.13513513513514	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20220810141500	https://apnews.com/article/mexico-crime-caribbean-money-laundering-627935a70e25db94176966e99dbd3fa8
1058038139	20220711	202207	2022	2022.5233	EDU	SCHOOL						EDU			USA	KENTUCKY	USA								1	042	042	04	1	1.9	10	1	10	0.51413881748072	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220810141500	https://www.wvgazettemail.com/news/education/mu-med-students-travel-to-eastern-kentucky-for-flood-relief-effort/article_3ca9bb29-13f9-58e2-904e-41bc34dc7b68.html
1058038140	20220711	202207	2022	2022.5233	FRA	PARIS	FRA								FRAGOV	FRANCE	FRA					GOV			1	190	190	19	4	-10.0	4	1	4	-6.63716814159292	4	Gironde, Aquitaine, France	FR	FR97	16243	44.584	-0.089244	-1429418	4	Gironde, Aquitaine, France	FR	FR97	16243	44.584	-0.089244	-1429418	4	Gironde, Aquitaine, France	FR	FR97	16243	44.584	-0.089244	-1429418	20220810141500	https://abcnews.go.com/International/wireStory/wildfire-southwestern-france-6000-people-evacuated-88193439
1058038141	20220711	202207	2022	2022.5233	FRA	PARIS	FRA								GOV	FIREFIGHTER						GOV			1	190	190	19	4	-10.0	40	4	40	-6.57176511146862	4	Gironde, Aquitaine, France	FR	FR97	16243	44.584	-0.089244	-1429418	4	Gironde, Aquitaine, France	FR	FR97	16243	44.584	-0.089244	-1429418	4	Gironde, Aquitaine, France	FR	FR97	16243	44.584	-0.089244	-1429418	20220810141500	https://www.thesunchronicle.com/news/nation_world/wildfire-in-southwestern-france-6-000-people-evacuated/article_63587056-6bb6-56cc-9075-82548682fa6a.html
1058038142	20220711	202207	2022	2022.5233	FRAGOV	PARIS	FRA					GOV			FRA	FRANCE	FRA								1	190	190	19	4	-10.0	6	1	6	-6.63716814159292	4	Gironde, Aquitaine, France	FR	FR97	16243	44.584	-0.089244	-1429418	4	Gironde, Aquitaine, France	FR	FR97	16243	44.584	-0.089244	-1429418	4	Gironde, Aquitaine, France	FR	FR97	16243	44.584	-0.089244	-1429418	20220810141500	https://abcnews.go.com/International/wireStory/wildfire-southwestern-france-6000-people-evacuated-88193439
1058038143	20220711	202207	2022	2022.5233	FRAGOV	FRANCE	FRA					GOV			FRA	PARIS	FRA								1	190	190	19	4	-10.0	4	1	4	-6.63716814159292	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20220810141500	https://abcnews.go.com/International/wireStory/wildfire-southwestern-france-6000-people-evacuated-88193439
1058038144	20220711	202207	2022	2022.5233	GBR	WALES	GBR								EDU	COLLEGE						EDU			1	138	138	13	3	-7.0	10	1	10	-2.52100840336135	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220810141500	https://www.thenational.scot/news/20616726.public-sector-works-need-immediate-pay-increase-says-stuc/
1058038145	20220711	202207	2022	2022.5233	GOV	GOVERNMENT						GOV													0	010	010	01	1	0.0	6	1	6	-9.33435348125476	4	Klerksdorp, North-West, South Africa	SF	SF10	77350	-26.8521	26.6667	-1244961	0								4	Klerksdorp, North-West, South Africa	SF	SF10	77350	-26.8521	26.6667	-1244961	20220810141500	https://lestimes.com/cross-border-crimes-will-jeopardise-sa-lesotho-relations/
1058038146	20220711	202207	2022	2022.5233	GOV	GOVERNMENT						GOV													0	010	010	01	1	0.0	2	1	2	-9.33435348125476	1	Lesotho	LT	LT		-29.5	28.25	LT	0								1	Lesotho	LT	LT		-29.5	28.25	LT	20220810141500	https://lestimes.com/cross-border-crimes-will-jeopardise-sa-lesotho-relations/
1058038147	20220711	202207	2022	2022.5233	GOV	MONARCH						GOV													1	130	130	13	3	-4.4	10	1	10	-3.11004784688995	2	Maine, United States	US	USME		44.6074	-69.3977	ME	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	20220810141500	https://www.ellsworthamerican.com/living/in-the-right-place-one-of-our-toughest-beings/
1058038148	20220711	202207	2022	2022.5233	HLH	NURSE						HLH													1	138	138	13	3	-7.0	10	1	10	-1.78970917225951	4	Brighton, Brighton and Hove, United Kingdom	UK	UKB6	40137	50.8333	-0.15	-2590884	0								4	Brighton, Brighton and Hove, United Kingdom	UK	UKB6	40137	50.8333	-0.15	-2590884	20220810141500	https://www.manchestereveningnews.co.uk/news/health/uk-waiting-thousands-monkeypox-vaccines-24719729
1058038149	20220711	202207	2022	2022.5233	LKA	SRI LANKA	LKA								LKAMIL	SRI LANKA	LKA					MIL			0	080	080	08	2	5.0	2	1	2	0.35335689045937	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20220810141500	https://www.thetelegraph.com/news/article/Sri-Lanka-introduces-bill-to-clip-presidential-17363777.php
1058038150	20220711	202207	2022	2022.5233	LKA	SRI LANKA	LKA								MDV	MALDIVE	MDV								0	042	042	04	1	1.9	1	1	1	0.35335689045937	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20220810141500	https://www.thetelegraph.com/news/article/Sri-Lanka-introduces-bill-to-clip-presidential-17363777.php
1058038151	20220711	202207	2022	2022.5233	MDV	MALDIVE	MDV								LKA	SRI LANKA	LKA								0	043	043	04	1	2.8	1	1	1	0.35335689045937	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	4	Colombo, Western, Sri Lanka	CE	CE36	25852	6.93194	79.8478	-2214877	20220810141500	https://www.thetelegraph.com/news/article/Sri-Lanka-introduces-bill-to-clip-presidential-17363777.php
1058038152	20220711	202207	2022	2022.5233	RUS	RUSSIA	RUS																		0	011	011	01	1	-0.1	1	1	1	-3.90964378801042	3	Russian Embassy, District of Columbia, United States	US	USDC	DC001	38.9248	-77.0753	1999034	0								3	Russian Embassy, District of Columbia, United States	US	USDC		38.9248	-77.0753	1999034	20220810141500	https://www.cnn.com/europe/live-news/russia-ukraine-war-news-08-10-22/h_c9af699a08f90a226d1c59024fab073e
1058038153	20220711	202207	2022	2022.5233	RUS	RUSSIA	RUS																		0	020	020	02	1	3.0	1	1	1	-3.90964378801042	3	Russian Embassy, District of Columbia, United States	US	USDC	DC001	38.9248	-77.0753	1999034	0								4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220810141500	https://www.cnn.com/europe/live-news/russia-ukraine-war-news-08-10-22/h_c9af699a08f90a226d1c59024fab073e
1058038154	20220711	202207	2022	2022.5233	USA	DETROIT	USA								COP	POLICE						COP			1	020	020	02	1	3.0	8	1	8	-5.81395348837209	3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	20220810141500	https://www.detroitnews.com/story/news/local/detroit-city/2022/08/10/police-seek-person-interest-july-30-assault-near-downtown-detroit/10285012002/
1058038155	20220711	202207	2022	2022.5233	USA	KENTUCKY	USA								EDU	SCHOOL						EDU			1	043	043	04	1	2.8	10	1	10	0.51413881748072	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220810141500	https://www.wvgazettemail.com/news/education/mu-med-students-travel-to-eastern-kentucky-for-flood-relief-effort/article_3ca9bb29-13f9-58e2-904e-41bc34dc7b68.html
1058038156	20220803	202208	2022	2022.5836	DEU	GERMANY	DEU								BUS	COMPANY						BUS			1	112	112	11	3	-2.0	2	1	2	-3.02325581395348	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20220810141500	https://www.thezimbabwemail.com/technology-science/elon-musk-sells-7b-in-tesla-shares-ahead-of-twitter-fight/
1058038157	20220803	202208	2022	2022.5836	GOV	ENERGY MINIST						GOV			GHA	GHANA	GHA								0	012	012	01	1	-0.4	4	1	4	-1.12359550561798	1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	20220810141500	https://www.primenewsghana.com/general-news/ecg-cautions-yilo-krobo-to-accept-prepaid-for-electricity-restoration.html
1058038158	20220803	202208	2022	2022.5836	GOV	GOVERNOR						GOV			USA	NEBRASKA	USA								1	051	051	05	1	3.4	2	1	2	3.91156462585034	1	Kuwait	KU	KU		29.5	47.75	KU	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	1	Kuwait	KU	KU		29.5	47.75	KU	20220810141500	https://governor.nebraska.gov/press/gov-ricketts-thanks-nebraska-air-national-guard-military-service-qatar
1058038159	20220803	202208	2022	2022.5836	GOV	GOVERNOR						GOV			USA	UNITED STATES	USA								1	051	051	05	1	3.4	1	1	1	3.91156462585034	1	Qatar	QA	QA		25.5	51.25	QA	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	20220810141500	https://governor.nebraska.gov/press/gov-ricketts-thanks-nebraska-air-national-guard-military-service-qatar
1058038160	20220803	202208	2022	2022.5836	ISR	ISRAEL	ISR								JEW	JEWISH				JEW					1	042	042	04	1	1.9	8	1	8	-4.65116279069768	1	West Bank	WE	WE		31.666667	35.25	WE	1	West Bank	WE	WE		31.666667	35.25	WE	1	West Bank	WE	WE		31.666667	35.25	WE	20220810141500	https://www.middleeastmonitor.com/20220810-50-palestinians-thrown-out-of-israeli-bus-after-3-jewish-settlers-refused-to-travel-with-non-jews/
1058038161	20220803	202208	2022	2022.5836	JEW	JEWISH				JEW					ISR	ISRAEL	ISR								1	043	043	04	1	2.8	8	1	8	-4.65116279069768	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20220810141500	https://www.middleeastmonitor.com/20220810-50-palestinians-thrown-out-of-israeli-bus-after-3-jewish-settlers-refused-to-travel-with-non-jews/
1058038162	20220803	202208	2022	2022.5836	MED	SPOKESMAN						MED			scoGOV	SCOTTISH			sco			GOV			0	046	046	04	1	7.0	5	1	5	-0.625	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	20220810141500	https://www.pressandjournal.co.uk/politics/4646965/15-councils-to-be-hit-by-second-wave-of-cleansing-workers-strikes-says-union/
1058038163	20220803	202208	2022	2022.5836	MED	SPOKESMAN						MED			scoGOV	SCOTTISH			sco			GOV			0	061	061	06	2	6.4	5	1	5	-0.625	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	20220810141500	https://www.pressandjournal.co.uk/politics/4646965/15-councils-to-be-hit-by-second-wave-of-cleansing-workers-strikes-says-union/
1058038164	20220803	202208	2022	2022.5836	QAT	QATAR	QAT								USA	NEBRASKA	USA								1	051	051	05	1	3.4	1	1	1	3.91156462585034	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	20220810141500	https://governor.nebraska.gov/press/gov-ricketts-thanks-nebraska-air-national-guard-military-service-qatar
1058038165	20220803	202208	2022	2022.5836	QAT	QATAR	QAT								USA	UNITED STATES	USA								1	051	051	05	1	3.4	1	1	1	3.91156462585034	1	Qatar	QA	QA		25.5	51.25	QA	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	20220810141500	https://governor.nebraska.gov/press/gov-ricketts-thanks-nebraska-air-national-guard-military-service-qatar
1058038166	20220803	202208	2022	2022.5836	QAT	QATAR	QAT								USA	NEBRASKA	USA								1	051	051	05	1	3.4	3	1	3	3.91156462585034	1	Qatar	QA	QA		25.5	51.25	QA	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	1	Kuwait	KU	KU		29.5	47.75	KU	20220810141500	https://governor.nebraska.gov/press/gov-ricketts-thanks-nebraska-air-national-guard-military-service-qatar
1058038167	20220803	202208	2022	2022.5836	scoGOV	SCOTTISH			sco			GOV			MED	SPOKESMAN						MED			0	046	046	04	1	7.0	5	1	5	-0.625	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	20220810141500	https://www.pressandjournal.co.uk/politics/4646965/15-councils-to-be-hit-by-second-wave-of-cleansing-workers-strikes-says-union/
1058038168	20220809	202208	2022	2022.6000	BHS	BAHAMA	BHS								GOV	GOVERNMENT						GOV			1	020	020	02	1	3.0	10	1	10	1.23796423658872	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220810141500	http://www.tribune242.com/news/2022/aug/10/pm-promise-deliver-grand-bahama/
1058038169	20220809	202208	2022	2022.6000	CRM	THIEVES						CRM			GOV	PRESIDENT						GOV			1	171	171	17	4	-9.2	6	1	6	-7.74410774410774	1	Zambia	ZA	ZA		-15	30	ZA	1	Malawi	MI	MI		-13.5	34	MI	1	Zambia	ZA	ZA		-15	30	ZA	20220810141500	https://www.faceofmalawi.com/2022/08/10/hakainde-hichilema-caught-pants-down-blamed-for-robbery-incident-at-edgar-lungus-house/
1058038170	20220809	202208	2022	2022.6000	CRM	THIEVES						CRM			GOV	PRESIDENT						GOV			1	171	171	17	4	-9.2	2	1	2	-7.74410774410774	1	Zambia	ZA	ZA		-15	30	ZA	1	Zambia	ZA	ZA		-15	30	ZA	1	Zambia	ZA	ZA		-15	30	ZA	20220810141500	https://www.faceofmalawi.com/2022/08/10/hakainde-hichilema-caught-pants-down-blamed-for-robbery-incident-at-edgar-lungus-house/
1058038171	20220809	202208	2022	2022.6000	CRM	THIEVES						CRM			ZMBGOV	ZAMBIA	ZMB					GOV			1	171	171	17	4	-9.2	2	1	2	-7.74410774410774	1	Zambia	ZA	ZA		-15	30	ZA	1	Zambia	ZA	ZA		-15	30	ZA	1	Zambia	ZA	ZA		-15	30	ZA	20220810141500	https://www.faceofmalawi.com/2022/08/10/hakainde-hichilema-caught-pants-down-blamed-for-robbery-incident-at-edgar-lungus-house/
1058038172	20220809	202208	2022	2022.6000	GOV	PRIME MINISTER						GOV			BHS	BAHAMA	BHS								1	051	051	05	1	3.4	10	1	10	1.23796423658872	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220810141500	http://www.tribune242.com/news/2022/aug/10/pm-promise-deliver-grand-bahama/
1058038173	20220810	202208	2022	2022.6027											AFG	AFGHAN	AFG								0	100	100	10	3	-5.0	8	1	8	-4.98753117206982	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20220810141500	https://tolonews.com/index.php/afghanistan-179326
1058038174	20220810	202208	2022	2022.6027											AFR	AFRICA	AFR								0	043	043	04	1	2.8	4	1	4	-8.07600950118765	0								4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20220810141500	https://www.iol.co.za/dailynews/news/kwazulu-natal/black-market-spurs-street-light-theft-in-durban-4227f0cc-d9f5-4d96-8bce-b50ce47c86f5
1058038175	20220810	202208	2022	2022.6027											AFR	AFRICA	AFR								1	173	173	17	4	-5.0	10	1	10	-4.39024390243903	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20220810141500	https://www.middleeastmonitor.com/20220810-ex-twitter-employee-found-guilty-of-spying-for-saudi/
1058038176	20220810	202208	2022	2022.6027											ARE	UNITED ARAB EMIRATES	ARE								0	040	040	04	1	1.0	2	1	2	0.78966259870783	0								4	Gulf News, Dubayy, United Arab Emirates	AE	AE03	28575	25.1877	55.2529	11414118	4	Gulf News, Dubayy, United Arab Emirates	AE	AE03	28575	25.1877	55.2529	11414118	20220810141500	https://gulfnews.com/living-in-uae/ask-us/5-mistakes-to-avoid-when-hunting-for-a-job-in-the-uae-2022-1.1660139547565
1058038177	20220810	202208	2022	2022.6027											ARE	UNITED ARAB EMIRATES	ARE								1	060	060	06	2	6.0	6	1	6	0	0								4	Ras Al Khaimah, Ra's al Khaymah, United Arab Emirates	AE	AE05	28574	25.7895	55.9432	-784007	4	Ras Al-Khaimah, Ra's al Khaymah, United Arab Emirates	AE	AE05	28574	25.7895	55.9432	-784007	20220810141500	https://article.wn.com/view/2022/08/10/India_s_IndiGo_to_launch_direct_flights_to_Ras_Al_Khaimah_fr/
1058038178	20220810	202208	2022	2022.6027											ARM	ARMENIA	ARM								0	130	130	13	3	-4.4	2	1	2	-4.28571428571428	0								4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	4	Araks, Armavir, Armenia	AM	AM03	4898	40.0544	44.3026	-2324438	20220810141500	https://news.am/eng/news/715608.html
1058038179	20220810	202208	2022	2022.6027											ARM	YEREVAN	ARM								0	130	130	13	3	-4.4	6	1	6	-4.28571428571428	0								4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	20220810141500	https://news.am/eng/news/715608.html
1058038180	20220810	202208	2022	2022.6027											ARM	YEREVAN	ARM								0	130	130	13	3	-4.4	2	1	2	-4.28571428571428	0								4	Berdzor, Laç, Azerbaijan	AJ	AJ28	535	39.6408	46.5469	-2707442	4	Berdzor, Laç, Azerbaijan	AJ	AJ28	535	39.6408	46.5469	-2707442	20220810141500	https://news.am/eng/news/715608.html
1058038181	20220810	202208	2022	2022.6027											BEL	BRUSSELS	BEL								1	042	042	04	1	1.9	5	1	5	-0.50590219224284	0								4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20220810141500	https://www.middleeastmonitor.com/20220810-israel-spyware-company-works-with-22-clients-in-12-eu-countries/
