1058039602	20220803	202208	2022	2022.5836	BUS	COMPANY						BUS			MNCUSALAB	LOCKHEED MARTIN	USA					MNC	LAB		1	010	010	01	1	0.0	1	1	1	-5.11882998171847	1	United States	US	US		39.828175	-98.5795	US	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	1	United States	US	US		39.828175	-98.5795	US	20220810143000	https://www.newsweek.com/himars-maker-lockheed-martin-cyberattack-russian-hackers-1732504
1058039603	20220803	202208	2022	2022.5836	COP	POLICE						COP			USA	UNITED STATES	USA								1	112	112	11	3	-2.0	2	1	2	-1.99750312109862	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	20220810143000	https://www.golocalprov.com/news/RI-State-Police-Affidavit-Unveils-a-Web-of-Alleged-Drug-Trafficking-with-Li
1058039604	20220803	202208	2022	2022.5836	ELI	ACTOR						ELI			COP	POLICE						COP			1	112	112	11	3	-2.0	3	1	3	-1.99750312109862	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	20220810143000	https://www.golocalprov.com/news/RI-State-Police-Affidavit-Unveils-a-Web-of-Alleged-Drug-Trafficking-with-Li
1058039605	20220803	202208	2022	2022.5836	ELI	ACTOR						ELI			USA	UNITED STATES	USA								1	112	112	11	3	-2.0	2	1	2	-1.99750312109862	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	20220810143000	https://www.golocalprov.com/news/RI-State-Police-Affidavit-Unveils-a-Web-of-Alleged-Drug-Trafficking-with-Li
1058039606	20220803	202208	2022	2022.5836	USA	IDAHO	USA																		1	020	020	02	1	3.0	2	1	2	-5.12820512820513	3	Canyon County, Idaho, United States	US	USID	ID027	43.8752	-116.959	399406	0								3	Canyon County, Idaho, United States	US	USID		43.8752	-116.959	399406	20220810143000	https://www.kizn.com/2022/08/10/canyon-county-proposed-budget-includes-big-raises-for-employees/
1058039607	20220803	202208	2022	2022.5836	USA	IDAHO	USA								LAB	WORKER						LAB			1	020	020	02	1	3.0	2	1	2	-5.12820512820513	3	Canyon County, Idaho, United States	US	USID	ID027	43.8752	-116.959	399406	3	Canyon County, Idaho, United States	US	USID		43.8752	-116.959	399406	3	Canyon County, Idaho, United States	US	USID		43.8752	-116.959	399406	20220810143000	https://www.kizn.com/2022/08/10/canyon-county-proposed-budget-includes-big-raises-for-employees/
1058039608	20220803	202208	2022	2022.5836	USA	IDAHO	USA								LAB	WORKER						LAB			1	020	020	02	1	3.0	4	1	4	-5.12820512820513	2	Idaho, United States	US	USID		44.2394	-114.51	ID	3	Canyon County, Idaho, United States	US	USID		43.8752	-116.959	399406	3	Canyon County, Idaho, United States	US	USID		43.8752	-116.959	399406	20220810143000	https://www.kizn.com/2022/08/10/canyon-county-proposed-budget-includes-big-raises-for-employees/
1058039609	20220803	202208	2022	2022.5836	USA	UNITED STATES	USA								LAB	WORKER						LAB			1	020	020	02	1	3.0	2	1	2	-5.12820512820513	2	Idaho, United States	US	USID		44.2394	-114.51	ID	3	Canyon County, Idaho, United States	US	USID		43.8752	-116.959	399406	2	Idaho, United States	US	USID		44.2394	-114.51	ID	20220810143000	https://www.kizn.com/2022/08/10/canyon-county-proposed-budget-includes-big-raises-for-employees/
1058039610	20220809	202208	2022	2022.6000	EDU	SCHOOL						EDU			MIL	DEFENCE FORCE						MIL			0	017	017	01	1	0.0	4	1	4	0.35087719298246	4	Chipinge, Manicaland, Zimbabwe	ZI	ZI01	21878	-20.1883	32.6236	-2309023	4	Chipinge, Manicaland, Zimbabwe	ZI	ZI01	21878	-20.1883	32.6236	-2309023	4	Chipinge, Manicaland, Zimbabwe	ZI	ZI01	21878	-20.1883	32.6236	-2309023	20220810143000	https://www.manicapost.co.zw/zdf-community-development-efforts-commended/
1058039611	20220809	202208	2022	2022.6000	EDU	SCHOOL						EDU			MIL	DEFENCE FORCE						MIL			0	051	051	05	1	3.4	4	1	4	0.35087719298246	4	Chipinge, Manicaland, Zimbabwe	ZI	ZI01	21878	-20.1883	32.6236	-2309023	4	Chipinge, Manicaland, Zimbabwe	ZI	ZI01	21878	-20.1883	32.6236	-2309023	4	Chipinge, Manicaland, Zimbabwe	ZI	ZI01	21878	-20.1883	32.6236	-2309023	20220810143000	https://www.manicapost.co.zw/zdf-community-development-efforts-commended/
1058039612	20220809	202208	2022	2022.6000	EDU	SCHOOL						EDU			ZWE	ZIMBABWE	ZWE								0	017	017	01	1	0.0	6	1	6	0.35087719298246	4	Chipinge, Manicaland, Zimbabwe	ZI	ZI01	21878	-20.1883	32.6236	-2309023	4	Chipinge, Manicaland, Zimbabwe	ZI	ZI01	21878	-20.1883	32.6236	-2309023	4	Chipinge, Manicaland, Zimbabwe	ZI	ZI01	21878	-20.1883	32.6236	-2309023	20220810143000	https://www.manicapost.co.zw/zdf-community-development-efforts-commended/
1058039613	20220809	202208	2022	2022.6000	EDU	SCHOOL						EDU			ZWE	ZIMBABWE	ZWE								0	051	051	05	1	3.4	6	1	6	0.35087719298246	4	Chipinge, Manicaland, Zimbabwe	ZI	ZI01	21878	-20.1883	32.6236	-2309023	4	Chipinge, Manicaland, Zimbabwe	ZI	ZI01	21878	-20.1883	32.6236	-2309023	4	Chipinge, Manicaland, Zimbabwe	ZI	ZI01	21878	-20.1883	32.6236	-2309023	20220810143000	https://www.manicapost.co.zw/zdf-community-development-efforts-commended/
1058039614	20220810	202208	2022	2022.6027											AFG	AFGHANISTAN	AFG								1	040	040	04	1	1.0	10	1	10	-1.53321976149914	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20220810143000	https://nationalinterest.org/blog/middle-east-watch/how-can-we-help-afghanistan-ask-afghans-204112
1058039615	20220810	202208	2022	2022.6027											AFGINSTAL	TALIBAN	AFG	TAL				INS			0	043	043	04	1	2.8	10	1	10	-3.15743944636678	0								4	Hafiza, Bamian, Afghanistan	AF	AF05	99920	34.2298	67.2079	-3376945	4	Hafiza, Bamian, Afghanistan	AF	AF05	99920	34.2298	67.2079	-3376945	20220810143000	https://www.nationalgeographic.com/history/article/what-the-end-of-the-war-in-afghanistan-means-to-one-family
1058039616	20220810	202208	2022	2022.6027											AFR	AFRICA	AFR								1	020	020	02	1	3.0	4	1	4	0.90909090909091	0								4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20220810143000	https://www.timeslive.co.za/news/south-africa/2022-08-10-poll-will-you-hand-in-the-ferrari-key-if-you-find-it/
1058039617	20220810	202208	2022	2022.6027											AFRJUD	AFRICA	AFR					JUD			1	036	036	03	1	4.0	6	1	6	-4.93273542600897	0								4	Athlone, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.8031	31.031	-1208028	4	Athlone, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.8031	31.031	-1208028	20220810143000	https://www.saps.gov.za/newsroom/msspeechdetail.php?nid=41445
1058039618	20220810	202208	2022	2022.6027											AGR	FARMER						AGR			1	042	042	04	1	1.9	5	1	5	0.38759689922481	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220810143000	https://www.ndtv.com/business/pm-modi-says-rs-50-000-crore-forex-saved-by-blending-ethanol-with-petrol-in-7-8-years-3243205
1058039619	20220810	202208	2022	2022.6027											AGR	FARMER						AGR			1	190	190	19	4	-10.0	2	1	2	-3.64238410596026	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20220810143000	https://pulse.ncpolicywatch.org/2021/02/16/perdue-farms-allegedly-retaliated-against-robeson-county-chicken-farmer-for-publicizing-sick-dying-birds/
1058039620	20220810	202208	2022	2022.6027											AUS	AUSTRALIA	AUS								1	040	040	04	1	1.0	4	1	4	3.2901296111665	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20220810143000	https://www.nature.com/articles/d41586-022-02157-1
1058039621	20220810	202208	2022	2022.6027											BUS	INDUSTRY						BUS			1	014	014	01	1	0.0	6	1	6	-4.91803278688525	0								4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	12390	11.55	104.917	-1033783	20220810143000	https://english.news.cn/20220810/0faebfd9075842f9bc1d9abd64801dc4/c.html
1058039622	20220810	202208	2022	2022.6027											BUS	INDUSTRY						BUS			0	040	040	04	1	1.0	10	1	10	4.27018633540373	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20220810143000	https://markets.financialcontent.com/stocks/article/bizwire-2022-8-10-what-to-expect-at-biomedevice-boston-2022-edition
1058039623	20220810	202208	2022	2022.6027											BUS	BUSINESS						BUS			1	060	060	06	2	6.0	10	1	10	1.88679245283019	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20220810143000	http://www.businessnorth.com/daily_briefing/mdi-invests-2-9-million-in-grand-rapids/article_f0ac8c0a-18b0-11ed-b104-4726410ed756.html
1058039624	20220810	202208	2022	2022.6027											BUS	BUSINESS						BUS			1	080	080	08	2	5.0	10	1	10	0.65789473684211	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220810143000	https://seekingalpha.com/news/3870707-fleetcor-to-appeal-ftc-ruling-on-fuel-card-business
1058039625	20220810	202208	2022	2022.6027											BUS	PRODUCER						BUS			1	100	100	10	3	-5.0	5	1	5	-2.61437908496732	0								4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Darjeeling, West Bengal, India	IN	IN28	17948	27.0333	88.2667	-2094056	20220810143000	https://thewire.in/trade/india-nepal-tea-import-barrier
1058039626	20220810	202208	2022	2022.6027											BUS	BUSINESS						BUS			0	100	100	10	3	-5.0	3	1	3	5.08658008658009	0								5	Ashanti Region, Ashanti, Ghana	GH	GH02	16576	6.75	-1.5	-2069926	5	Ashanti Region, Ashanti, Ghana	GH	GH02	16576	6.75	-1.5	-2069926	20220810143000	https://newsghana.com.gh/responsible-jewellery-council-certifies-ghanas-gold-coast-refinery/
1058039627	20220810	202208	2022	2022.6027											BUS	BANK						BUS			1	112	112	11	3	-2.0	6	1	6	-1.24223602484472	0								5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	5	Ogun State, Ogun, Nigeria	NI	NI16	22963	7	3.58333	-2022272	20220810143000	https://tribuneonlineng.com/obasanjo-backs-diaspora-voting-urges-nass-on-constitution-amendment/
1058039628	20220810	202208	2022	2022.6027											BUS	BANK						BUS			0	112	112	11	3	-2.0	6	1	6	-3.61445783132531	0								4	Olugbon, Nigeria (general), Nigeria	NI	NI00	191181	8.21667	4.28333	-2023479	4	Olugbon, Nigeria (general), Nigeria	NI	NI00	191181	8.21667	4.28333	-2023479	20220810143000	https://tribuneonlineng.com/oyo-cp-visits-area-commands-kickstarts-security-awareness/
1058039629	20220810	202208	2022	2022.6027											COP	POLICE OFFICER						COP			1	010	010	01	1	0.0	6	1	6	-7.38304093567252	0								4	Eastbourne, East Sussex, United Kingdom	UK	UKE2	40107	50.8	0.25	-2595114	4	Eastbourne, East Sussex, United Kingdom	UK	UKE2	40107	50.8	0.25	-2595114	20220810143000	https://www.dailymail.co.uk/news/article-11099045/Police-officer-told-victim-sexual-assault-wanted-handcuff-bed-sacked.html
1058039630	20220810	202208	2022	2022.6027											COP	POLICE OFFICER						COP			1	010	010	01	1	0.0	4	1	4	-7.38304093567252	0								1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20220810143000	https://www.dailymail.co.uk/news/article-11099045/Police-officer-told-victim-sexual-assault-wanted-handcuff-bed-sacked.html
1058039631	20220810	202208	2022	2022.6027											COP	POLICE						COP			1	036	036	03	1	4.0	6	1	6	-3.61445783132531	0								4	Ogbomoso, Oyo, Nigeria	NI	NI32	191181	8.13333	4.26667	-2022083	4	Ogbomoso, Oyo, Nigeria	NI	NI32	191181	8.13333	4.26667	-2022083	20220810143000	https://tribuneonlineng.com/oyo-cp-visits-area-commands-kickstarts-security-awareness/
1058039632	20220810	202208	2022	2022.6027											COP	POLICE						COP			1	043	043	04	1	2.8	6	1	6	-3.61445783132531	0								4	Ogbomoso, Oyo, Nigeria	NI	NI32	191181	8.13333	4.26667	-2022083	4	Ogbomoso, Oyo, Nigeria	NI	NI32	191181	8.13333	4.26667	-2022083	20220810143000	https://tribuneonlineng.com/oyo-cp-visits-area-commands-kickstarts-security-awareness/
1058039633	20220810	202208	2022	2022.6027											COP	POLICE						COP			0	0841	084	08	2	7.0	6	1	6	-9.16030534351145	0								4	Oyibi, Ghana (general), Ghana	GH	GH00	190724	5.81551	-0.117573	-2077872	4	Oyibi, Ghana (general), Ghana	GH	GH00	190724	5.81551	-0.117573	-2077872	20220810143000	https://newsghana.com.gh/police-arrests-3-people-for-using-military-camouflage-uniforms-to-rob/
1058039634	20220810	202208	2022	2022.6027											COP	POLICE						COP			1	1823	182	18	4	-10.0	5	1	5	-1.73855633802817	0								0								0								20220810143000	https://news.yahoo.com/police-man-stabbed-death-daytona-131525418.html
1058039635	20220810	202208	2022	2022.6027											COP	POLICE						COP			1	190	190	19	4	-10.0	10	1	10	-6.80851063829787	0								3	Poughkeepsie, New York, United States	US	USNY	NY027	41.7004	-73.921	961058	3	Poughkeepsie, New York, United States	US	USNY	NY027	41.7004	-73.921	961058	20220810143000	https://wrrv.com/hudson-valley-man-fatally-shot-outside-new-york-school-poughkeepsie-dutchess-county/
1058039636	20220810	202208	2022	2022.6027											CRM	PERPETRATOR						CRM			0	173	173	17	4	-5.0	5	1	5	-13.1221719457014	0								4	Mansoura, Ad Daqahliyah, Egypt	EG	EG01	61666	31.0364	31.3807	-290560	4	Mansoura, Ad Daqahliyah, Egypt	EG	EG01	61666	31.0364	31.3807	-290560	20220810143000	https://gulfnews.com/world/mena/university-student-stabbed-to-death-by-her-peer-in-egypt-1.89833326
1058039637	20220810	202208	2022	2022.6027											CVL	RESIDENTS						CVL			1	020	020	02	1	3.0	10	1	10	4.65116279069767	0								1	Nepal	NP	NP		28	84	NP	1	Nepal	NP	NP		28	84	NP	20220810143000	https://www.kelownacapnews.com/community/help-women-of-nepal-with-a-walk-on-kelownas-mission-greenway/
1058039638	20220810	202208	2022	2022.6027											CVL	COMMUNITY						CVL			0	036	036	03	1	4.0	10	1	10	5.91016548463357	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220810143000	https://www.timesonline.com/story/news/local/2022/08/10/genesis-collective-will-train-community-storytellers-beaver-county/65395671007/
1058039639	20220810	202208	2022	2022.6027											CVL	COMMUNITY						CVL			1	042	042	04	1	1.9	4	1	4	5.03978779840849	0								4	Samara, Samarskaya Oblast', Russia	RS	RS65	25110	53.2	50.15	-2995930	4	Samara, Samarskaya Oblast', Russia	RS	RS65	25110	53.2	50.15	-2995930	20220810143000	https://www.pittsburghmagazine.com/spotlight-on-music-a-whos-who-of-jazz-descends-on-pittsburgh/
1058039640	20220810	202208	2022	2022.6027											CVL	SCIENTIST						CVL			1	042	042	04	1	1.9	5	1	5	-3.87323943661972	0								4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20220810143000	https://www.i24news.tv/en/news/israel/technology-science/1660132441-israeli-scientists-discover-bacteria-that-helps-detect-post-trauma-disorder-in-soldiers
1058039641	20220810	202208	2022	2022.6027											CVL	SETTLEMENT						CVL			1	043	043	04	1	2.8	6	1	6	-16.2162162162162	0								4	Mpumalanga, KwaZulu-Natal, South Africa	SF	SF02	77334	-27.8818	31.534	-1263555	4	Mpumalanga, KwaZulu-Natal, South Africa	SF	SF02	77334	-27.8818	31.534	-1263555	20220810143000	https://www.timeslive.co.za/news/south-africa/2022-08-10-trial-of-mpumalanga-officials-accused-of-bribing-prosecutor-rolled-over/
1058039642	20220810	202208	2022	2022.6027											CVL	CONSTITUENT						CVL			0	130	130	13	3	-4.4	10	1	10	-3.9832285115304	0								4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20220810143000	https://www.theedgemarkets.com/article/analysts-slash-target-prices-hartalega-warn-risk-exclusion-klci
1058039643	20220810	202208	2022	2022.6027											CVLEDU	COMMUNITY						CVL	EDU		1	043	043	04	1	2.8	10	1	10	7.87671232876712	0								0								0								20220810143000	https://norfolkdailynews.com/news/northeast-to-host-part-time-job-fair-aug-30/article_b502260c-18b4-11ed-87d2-2f3bc49e430a.html
1058039644	20220810	202208	2022	2022.6027											EDU	PROFESSOR						EDU			0	036	036	03	1	4.0	6	1	6	-0.17113519680547	0								3	Washington University, Missouri, United States	US	USMO		38.6481	-90.3071	756873	3	Washington University, Missouri, United States	US	USMO		38.6481	-90.3071	756873	20220810143000	https://www.krcu.org/news/2022-08-10/federal-government-will-step-in-to-help-pull-missouri-out-of-months-long-medicaid-backlog
1058039645	20220810	202208	2022	2022.6027											EDU	STUDENT						EDU			1	036	036	03	1	4.0	10	1	10	-0.11940298507463	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20220810143000	https://www.pittsburghmagazine.com/a-new-era-of-schooling-what-is-the-future-of-remote-learning/
1058039646	20220810	202208	2022	2022.6027											EDU	SCHOOL						EDU			0	040	040	04	1	1.0	10	1	10	-2.73556231003039	0								1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20220810143000	https://www.ynetnews.com/article/bjjtr111a9
1058039647	20220810	202208	2022	2022.6027											EDU	SCHOOL						EDU			1	043	043	04	1	2.8	2	1	2	1.8421052631579	0								3	Madison Heights High School, Indiana, United States	US	USIN		40.0664	-85.6908	438470	3	Madison Heights High School, Indiana, United States	US	USIN		40.0664	-85.6908	438470	20220810143000	https://www.heraldbulletin.com/community/entertainment/community-briefs-aug-10/article_6035556c-171b-11ed-90fd-af9df75278b9.html
1058039648	20220810	202208	2022	2022.6027											EDU	STUDENT						EDU			1	046	046	04	1	7.0	10	1	10	-0.11940298507463	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20220810143000	https://www.pittsburghmagazine.com/a-new-era-of-schooling-what-is-the-future-of-remote-learning/
1058039649	20220810	202208	2022	2022.6027											EUR	EUROPE	EUR								1	042	042	04	1	1.9	5	1	5	0.46210720887245	0								1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20220810143000	https://finance.yahoo.com/news/one-childrens-hospital-transforming-care-130007482.html
