1058068748	20210810	202108	2021	2021.6027											EGY	EGYPT	EGY								0	190	190	19	4	-10.0	2	1	2	-6.7816091954023	0								4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220810180000	https://www.mentalfloss.com/article/23321/victims-king-tuts-curse
1058068749	20210810	202108	2021	2021.6027	AFR	AFRICA	AFR								GOV	DIPLOMAT						GOV			0	060	060	06	2	6.0	2	1	2	0.97847358121331	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	1	Zimbabwe	ZI	ZI		-19	29	ZI	20220810180000	https://www.thezimbabwemail.com/main/sa-thanks-zimbabwean-govt-for-support-in-curtailing-illegal-migration/
1058068750	20210810	202108	2021	2021.6027	BUS	COMPANY						BUS			MNCJPN	PANASONIC	JPN					MNC			0	043	043	04	1	2.8	10	1	10	2.28070175438597	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220810180000	https://diginomica.com/ceo-duncan-angove-making-blue-yonder-category-killer-supply-chain
1058068751	20210810	202108	2021	2021.6027	BUSLEG	BUSINESS						BUS	LEG		GBR	LONDON	GBR								1	043	043	04	1	2.8	3	1	3	-0.78037904124861	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220810180000	https://www.theguardian.com/australia-news/2022/aug/11/nsw-agent-general-to-uk-approved-ad-attacking-labor-tax-policy-before-2019-election
1058068752	20210810	202108	2021	2021.6027	BUSLEG	BUSINESS						BUS	LEG		GOV	ENVOY						GOV			1	043	043	04	1	2.8	2	1	2	-0.78037904124861	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220810180000	https://www.theguardian.com/australia-news/2022/aug/11/nsw-agent-general-to-uk-approved-ad-attacking-labor-tax-policy-before-2019-election
1058068753	20210810	202108	2021	2021.6027	GBR	LONDON	GBR								BUSLEG	BUSINESS						BUS	LEG		1	042	042	04	1	1.9	3	1	3	-0.78037904124861	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220810180000	https://www.theguardian.com/australia-news/2022/aug/11/nsw-agent-general-to-uk-approved-ad-attacking-labor-tax-policy-before-2019-election
1058068754	20210810	202108	2021	2021.6027	GBR	LONDON	GBR								BUSLEG	BUSINESS						BUS	LEG		1	050	050	05	1	3.5	3	1	3	-0.78037904124861	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220810180000	https://www.theguardian.com/australia-news/2022/aug/11/nsw-agent-general-to-uk-approved-ad-attacking-labor-tax-policy-before-2019-election
1058068755	20210810	202108	2021	2021.6027	GOV	ENVOY						GOV			BUSLEG	BUSINESS						BUS	LEG		1	042	042	04	1	1.9	2	1	2	-0.78037904124861	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220810180000	https://www.theguardian.com/australia-news/2022/aug/11/nsw-agent-general-to-uk-approved-ad-attacking-labor-tax-policy-before-2019-election
1058068756	20210810	202108	2021	2021.6027	GOV	ENVOY						GOV			GBR	UNITED KINGDOM	GBR								1	050	050	05	1	3.5	2	1	2	-0.78037904124861	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220810180000	https://www.theguardian.com/australia-news/2022/aug/11/nsw-agent-general-to-uk-approved-ad-attacking-labor-tax-policy-before-2019-election
1058068757	20210810	202108	2021	2021.6027	MNCJPN	PANASONIC	JPN					MNC			BUS	COMPANY						BUS			0	020	020	02	1	3.0	10	1	10	2.28070175438597	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220810180000	https://diginomica.com/ceo-duncan-angove-making-blue-yonder-category-killer-supply-chain
