1058046448	20210810	202108	2021	2021.6027											COP	PRISON						COP			1	173	173	17	4	-5.0	6	1	6	-5.1948051948052	0								3	Monroe County, Pennsylvania, United States	US	USPA		41.2504	-75.1496	1209184	3	Monroe County, Pennsylvania, United States	US	USPA		41.2504	-75.1496	1209184	20220810151500	http://www.mcall.com/news/police/mc-nws-easton-man-sentenced-enticement-20220810-aia6fwrnfvdhlk36lbym2xd6ty-story.html
1058046449	20210810	202108	2021	2021.6027											USA	UNITED STATES	USA								1	0841	084	08	2	7.0	4	1	4	-5.1948051948052	0								3	Stroudsburg, Pennsylvania, United States	US	USPA	PA089	40.9868	-75.1946	1188891	3	Stroudsburg, Pennsylvania, United States	US	USPA	PA089	40.9868	-75.1946	1188891	20220810151500	http://www.mcall.com/news/police/mc-nws-easton-man-sentenced-enticement-20220810-aia6fwrnfvdhlk36lbym2xd6ty-story.html
1058046450	20210810	202108	2021	2021.6027	CHN	QINGDAO	CHN								GOV	GOVERNMENT						GOV			1	043	043	04	1	2.8	5	1	5	1.06951871657754	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	20220810151500	https://www.businesstoday.in/latest/world/story/nepals-foreign-minister-narayan-khadka-in-china-for-bilateral-talks-344337-2022-08-10
1058046451	20210810	202108	2021	2021.6027	CHN	CHINA	CHN								NPL	NEPAL	NPL								1	043	043	04	1	2.8	4	1	4	1.06951871657754	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	20220810151500	https://www.businesstoday.in/latest/world/story/nepals-foreign-minister-narayan-khadka-in-china-for-bilateral-talks-344337-2022-08-10
1058046452	20210810	202108	2021	2021.6027	CHN	CHINA	CHN								NPL	NEPAL	NPL								1	043	043	04	1	2.8	6	1	6	1.06951871657754	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	20220810151500	https://www.businesstoday.in/latest/world/story/nepals-foreign-minister-narayan-khadka-in-china-for-bilateral-talks-344337-2022-08-10
1058046453	20210810	202108	2021	2021.6027	COP	POLICE OFFICER						COP			GBR	LONDON	GBR								1	032	032	03	1	4.5	10	1	10	-12.6923076923077	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220810151500	https://www.dailymail.co.uk/news/article-11099345/Met-Police-officer-stand-trial-year-denies-grabbing-womans-breast-London-nightclub.html
1058046454	20210810	202108	2021	2021.6027	COP	POLICE OFFICER						COP			GBR	LONDON	GBR								1	120	120	12	3	-4.0	10	1	10	-12.6923076923077	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220810151500	https://www.dailymail.co.uk/news/article-11099345/Met-Police-officer-stand-trial-year-denies-grabbing-womans-breast-London-nightclub.html
1058046455	20210810	202108	2021	2021.6027	DNKGOV	DENMARK	DNK					GOV			GOV	HEAD OF GOVERNMENT						GOV			0	042	042	04	1	1.9	4	2	4	4.94691689008043	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220810151500	https://news.webindia123.com/news/Articles/World/20220810/3971938.html
1058046456	20210810	202108	2021	2021.6027	DNKGOV	DENMARK	DNK					GOV			GOV	HEAD OF GOVERNMENT						GOV			0	042	042	04	1	1.9	16	2	16	4.94691689008043	1	Denmark	DA	DA		56	10	DA	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220810151500	https://news.webindia123.com/news/Articles/World/20220810/3971938.html
1058046457	20210810	202108	2021	2021.6027	EDU	SCHOOL						EDU			OPP	ACTIVIST						OPP			0	010	010	01	1	0.0	1	1	1	-8.8057237204183	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20220810151500	https://www.dailymail.co.uk/news/article-11098939/LA-City-Council-meeting-banning-homeless-encampments-500-feet-schools-erupts-chaos.html
1058046458	20210810	202108	2021	2021.6027	EDU	SCHOOL						EDU			OPP	ACTIVIST						OPP			0	010	010	01	1	0.0	1	1	1	-8.8057237204183	3	Unified School District, California, United States	US	USCA	CA075	37.7763	-122.421	236780	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Unified School District, California, United States	US	USCA		37.7763	-122.421	236780	20220810151500	https://www.dailymail.co.uk/news/article-11098939/LA-City-Council-meeting-banning-homeless-encampments-500-feet-schools-erupts-chaos.html
1058046459	20210810	202108	2021	2021.6027	EDU	SCHOOL						EDU			OPP	ACTIVIST						OPP			0	010	010	01	1	0.0	2	1	2	-8.8057237204183	3	Unified School District, California, United States	US	USCA	CA075	37.7763	-122.421	236780	3	Unified School District, California, United States	US	USCA		37.7763	-122.421	236780	3	Unified School District, California, United States	US	USCA		37.7763	-122.421	236780	20220810151500	https://www.dailymail.co.uk/news/article-11098939/LA-City-Council-meeting-banning-homeless-encampments-500-feet-schools-erupts-chaos.html
1058046460	20210810	202108	2021	2021.6027	GOV	GOVERNMENT						GOV			CHN	QINGDAO	CHN								1	042	042	04	1	1.9	5	1	5	1.06951871657754	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	20220810151500	https://www.businesstoday.in/latest/world/story/nepals-foreign-minister-narayan-khadka-in-china-for-bilateral-talks-344337-2022-08-10
1058046461	20210810	202108	2021	2021.6027	GOV	HEAD OF GOVERNMENT						GOV			DNKGOV	DENMARK	DNK					GOV			0	043	043	04	1	2.8	4	2	4	4.94691689008043	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220810151500	https://news.webindia123.com/news/Articles/World/20220810/3971938.html
1058046462	20210810	202108	2021	2021.6027	GOV	HEAD OF GOVERNMENT						GOV			DNKGOV	DENMARK	DNK					GOV			0	043	043	04	1	2.8	16	2	16	4.94691689008043	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	1	Denmark	DA	DA		56	10	DA	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20220810151500	https://news.webindia123.com/news/Articles/World/20220810/3971938.html
1058046463	20210810	202108	2021	2021.6027	NPL	NEPAL	NPL								CHN	CHINA	CHN								1	042	042	04	1	1.9	4	1	4	1.06951871657754	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	20220810151500	https://www.businesstoday.in/latest/world/story/nepals-foreign-minister-narayan-khadka-in-china-for-bilateral-talks-344337-2022-08-10
1058046464	20210810	202108	2021	2021.6027	NPL	NEPAL	NPL								CHN	CHINA	CHN								1	042	042	04	1	1.9	6	1	6	1.06951871657754	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Qingdao, Shandong, China	CH	CH25	13226	36.0986	120.372	-1922199	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	20220810151500	https://www.businesstoday.in/latest/world/story/nepals-foreign-minister-narayan-khadka-in-china-for-bilateral-talks-344337-2022-08-10
1058046465	20210810	202108	2021	2021.6027	USA	SAN FRANCISCO	USA																		0	030	030	03	1	4.0	10	1	10	-5.16499282639885	0								0								0								20220810151500	https://www.smdailyjournal.com/news/local/catalytic-converter-thefts-on-the-rise-in-south-city/article_8564cffe-1863-11ed-aa92-1f5398dccc7d.html
1058046466	20210810	202108	2021	2021.6027	USA	UNITED STATES	USA																		1	152	152	15	4	-7.2	4	1	4	-5.1948051948052	3	Stroudsburg, Pennsylvania, United States	US	USPA	PA089	40.9868	-75.1946	1188891	0								3	Stroudsburg, Pennsylvania, United States	US	USPA	PA089	40.9868	-75.1946	1188891	20220810151500	http://www.mcall.com/news/police/mc-nws-easton-man-sentenced-enticement-20220810-aia6fwrnfvdhlk36lbym2xd6ty-story.html
