1058102014	20210810	202108	2021	2021.6027											MED	TELEVISION						MED			0	042	042	04	1	1.9	6	1	6	-1.19402985074627	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20220810224500	https://wegotthiscovered.com/celebrities/president-biden-thanks-jon-stewart-for-work-on-vet-healthcare-bill/
1058102015	20210810	202108	2021	2021.6027	MED	TELEVISION						MED													0	043	043	04	1	2.8	6	1	6	-1.19402985074627	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20220810224500	https://wegotthiscovered.com/celebrities/president-biden-thanks-jon-stewart-for-work-on-vet-healthcare-bill/
1058102016	20210810	202108	2021	2021.6027	MED	TELEVISION						MED			USA	UNITED STATES	USA								0	043	043	04	1	2.8	2	1	2	-1.19402985074627	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20220810224500	https://wegotthiscovered.com/celebrities/president-biden-thanks-jon-stewart-for-work-on-vet-healthcare-bill/
1058102017	20210810	202108	2021	2021.6027	MED	TELEVISION						MED			USA	UNITED STATES	USA								0	043	043	04	1	2.8	2	1	2	-1.19402985074627	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20220810224500	https://wegotthiscovered.com/celebrities/president-biden-thanks-jon-stewart-for-work-on-vet-healthcare-bill/
1058102018	20210810	202108	2021	2021.6027	USA	UNITED STATES	USA								MED	TELEVISION						MED			0	042	042	04	1	1.9	2	1	2	-1.19402985074627	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20220810224500	https://wegotthiscovered.com/celebrities/president-biden-thanks-jon-stewart-for-work-on-vet-healthcare-bill/
1058102019	20210810	202108	2021	2021.6027	USA	UNITED STATES	USA								MED	TELEVISION						MED			0	042	042	04	1	1.9	2	1	2	-1.19402985074627	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20220810224500	https://wegotthiscovered.com/celebrities/president-biden-thanks-jon-stewart-for-work-on-vet-healthcare-bill/
1058102020	20220711	202207	2022	2022.5233	COP	POLICE						COP			USA	COLUMBUS	USA								1	173	173	17	4	-5.0	7	1	7	-9.68992248062019	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20220810224500	https://www.10tv.com/article/news/crime/16-year-old-charged-in-fatal-july-shooting-of-30-year-old-mother-arrested/530-a46da735-f29a-4df5-816f-33dc2a2f7449
1058102021	20220711	202207	2022	2022.5233	USA	UNITED STATES	USA								MEXEDU	MEXICO	MEX					EDU			1	060	060	06	2	6.0	2	1	2	-1.77890724269377	3	Tripp Middle School, Maine, United States	US	USME	ME001	44.2694	-70.2254	1909026	3	Tripp Middle School, Maine, United States	US	USME		44.2694	-70.2254	1909026	3	Tripp Middle School, Maine, United States	US	USME		44.2694	-70.2254	1909026	20220810224500	https://www.sunjournal.com/2022/08/10/rsu-10-looks-to-fill-rumford-elementary-school-principal-vacancy/
1058102022	20220711	202207	2022	2022.5233	USA	UNITED STATES	USA								MEXEDU	MEXICO	MEX					EDU			1	060	060	06	2	6.0	2	1	2	-1.77890724269377	3	Tripp Middle School, Maine, United States	US	USME	ME001	44.2694	-70.2254	1909026	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20220810224500	https://www.sunjournal.com/2022/08/10/rsu-10-looks-to-fill-rumford-elementary-school-principal-vacancy/
1058102023	20220803	202208	2022	2022.5836	EUR	EUROPE	EUR																		1	193	193	19	4	-10.0	10	1	10	-6.13915416098227	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220810224500	https://www.prokerala.com/news/articles/a1334259.html
1058102024	20220803	202208	2022	2022.5836	GOVHLH	HEALTH OFFICIAL						GOV	HLH												1	010	010	01	1	0.0	10	1	10	2.20264317180617	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	0								2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	20220810224500	https://www.nhpr.org/nh-news/2022-08-10/new-hampshire-expanding-eligibility-monkeypox-vaccine
1058102025	20220803	202208	2022	2022.5836	JUD	PROSECUTOR						JUD													1	016	016	01	1	-2.0	8	1	8	-17.4825174825175	3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	0								3	Columbus, Ohio, United States	US	USOH	OH049	39.9612	-82.9988	1080996	20220810224500	https://www.10tv.com/article/news/local/charges-to-be-dismissed-against-phillip-wall/530-6d417244-73e8-4750-8250-98a7e393b2f9
1058102026	20220803	202208	2022	2022.5836	MED	MEDIA						MED			RUS	RUSSIAN	RUS								0	042	042	04	1	1.9	2	1	2	0.46948356807511	3	Mud Island, Illinois, United States	US	USIL	IL001	40.1962	-91.4968	414187	3	Mud Island, Illinois, United States	US	USIL		40.1962	-91.4968	414187	3	Mud Island, Illinois, United States	US	USIL		40.1962	-91.4968	414187	20220810224500	https://www.archpaper.com/2022/08/daily-digest-ellsworth-kelly-austin-monument-cleaning-putin-statue-lands-central-park-more/
