1058018335	20210810	202108	2021	2021.6027	NICGOV	DANIEL ORTEGA	NIC					GOV													0	173	173	17	4	-5.0	1	1	1	-5.24316109422493	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220810114500	https://www.nytimes.com/2022/08/10/us/politics/trump-fbi.html
1058018336	20210810	202108	2021	2021.6027	NICGOV	DANIEL ORTEGA	NIC					GOV													0	173	173	17	4	-5.0	1	1	1	-5.24316109422493	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								1	Nicaragua	NU	NU		13	-85	NU	20220810114500	https://www.nytimes.com/2022/08/10/us/politics/trump-fbi.html
1058018337	20210810	202108	2021	2021.6027	NICGOV	DANIEL ORTEGA	NIC					GOV													0	173	173	17	4	-5.0	3	1	3	-5.24316109422493	1	Nicaragua	NU	NU		13	-85	NU	0								1	Nicaragua	NU	NU		13	-85	NU	20220810114500	https://www.nytimes.com/2022/08/10/us/politics/trump-fbi.html
1058018338	20210810	202108	2021	2021.6027	NICGOV	DANIEL ORTEGA	NIC					GOV			GOV	PRESIDENT						GOV			0	173	173	17	4	-5.0	1	1	1	-5.24316109422493	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220810114500	https://www.nytimes.com/2022/08/10/us/politics/trump-fbi.html
1058018339	20210810	202108	2021	2021.6027	NICGOV	DANIEL ORTEGA	NIC					GOV			GOV	PRESIDENT						GOV			0	173	173	17	4	-5.0	1	1	1	-5.24316109422493	2	Florida, United States	US	USFL		27.8333	-81.717	FL	1	Nicaragua	NU	NU		13	-85	NU	1	Nicaragua	NU	NU		13	-85	NU	20220810114500	https://www.nytimes.com/2022/08/10/us/politics/trump-fbi.html
1058018340	20210810	202108	2021	2021.6027	NICGOV	DANIEL ORTEGA	NIC					GOV			GOV	PRESIDENT						GOV			0	173	173	17	4	-5.0	3	1	3	-5.24316109422493	1	Nicaragua	NU	NU		13	-85	NU	1	Nicaragua	NU	NU		13	-85	NU	1	Nicaragua	NU	NU		13	-85	NU	20220810114500	https://www.nytimes.com/2022/08/10/us/politics/trump-fbi.html
1058018341	20210810	202108	2021	2021.6027	TCD	CHAD	TCD																		1	090	090	09	2	-2.0	3	1	3	-1.085776330076	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220810114500	https://journaltimes.com/news/local/a-visual-road-trip-to-weird-wisconsin-places-chad-lewis-returns-with-paranormal-presentation/article_07c14138-1811-11ed-a612-cfb9d3923c2d.html
1058018342	20210810	202108	2021	2021.6027	TCD	CHAD	TCD								USA	UNITED STATES	USA								1	090	090	09	2	-2.0	1	1	1	-1.085776330076	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20220810114500	https://journaltimes.com/news/local/a-visual-road-trip-to-weird-wisconsin-places-chad-lewis-returns-with-paranormal-presentation/article_07c14138-1811-11ed-a612-cfb9d3923c2d.html
1058018343	20210810	202108	2021	2021.6027	USA	MARYLAND	USA																		0	010	010	01	1	0.0	1	1	1	-3.03030303030303	3	Bethesda, Maryland, United States	US	USMD	MD031	38.9807	-77.1003	583184	0								3	Bethesda, Maryland, United States	US	USMD	MD031	38.9807	-77.1003	583184	20220810114500	https://bethesdamagazine.com/bethesda-beat/police-fire/bethesda-residents-business-owners-worry-about-late-night-crime-increase/
1058018344	20210810	202108	2021	2021.6027	ZWE	ZIMBABWEAN	ZWE								GOV	PRESIDENT						GOV			1	057	057	05	1	8.0	2	1	2	4.23728813559323	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20220810114500	https://www.ghanaiantimes.com.gh/zimbabwe-2023-polls-ruling-party-endorses-mnangagwa-as-presidential-candidate/
