1058062580	20210810	202108	2021	2021.6027											CVL	RESIDENTS						CVL			1	036	036	03	1	4.0	10	1	10	-2.38095238095238	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220810171500	https://www.wkyufm.org/2022-08-10/kentuckys-metro-areas-expected-to-drive-population-growth-through-2050-uofl-report-finds
1058062581	20210810	202108	2021	2021.6027											LBN	LEBANON	LBN								1	190	190	19	4	-10.0	10	1	10	-3.44827586206896	0								4	Manchester Ship Canal, Halton, United Kingdom	UK	UKE9	40179	53.3333	-2.75	-2602513	4	Manchester Ship Canal, Halton, United Kingdom	UK	UKE9	40179	53.3333	-2.75	-2602513	20220810171500	https://www.manchestereveningnews.co.uk/news/greater-manchester-news/lebanon-man-who-intercepted-channel-24720949
1058062582	20210810	202108	2021	2021.6027											SAUGOV	SAUDI ARABIA	SAU					GOV			0	057	057	05	1	8.0	5	1	5	3.93700787401575	0								1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20220810171500	https://insideevs.com/news/603592/lucid-amp-1-factory-expansion-phase-3/
1058062583	20210810	202108	2021	2021.6027											USAGOV	NASA	USA					GOV			1	042	042	04	1	1.9	3	1	3	0.53511705685619	0								3	Brown University, Rhode Island, United States	US	USRI		41.8262	-71.3976	1219651	3	Brown University, Rhode Island, United States	US	USRI		41.8262	-71.3976	1219651	20220810171500	https://www.space.com/nasa-perseverance-rover-jezero-crater-past-life-on-mars
1058062584	20210810	202108	2021	2021.6027											USAGOV	NASA	USA					GOV			1	042	042	04	1	1.9	2	1	2	0.53511705685619	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20220810171500	https://www.space.com/nasa-perseverance-rover-jezero-crater-past-life-on-mars
1058062585	20210810	202108	2021	2021.6027	AFG	AFGHANISTAN	AFG								AFGINSTAL	TALIBAN	AFG	TAL				INS			0	043	043	04	1	2.8	2	1	2	-7.30478589420655	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20220810171500	https://www.newagebd.net/article/178110/top-pak-taliban-commander-killed-in-afghanistan
1058062586	20210810	202108	2021	2021.6027	AFGINSTAL	TALIBAN	AFG	TAL				INS			AFG	AFGHANISTAN	AFG								0	042	042	04	1	1.9	2	1	2	-7.30478589420655	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20220810171500	https://www.newagebd.net/article/178110/top-pak-taliban-commander-killed-in-afghanistan
1058062587	20210810	202108	2021	2021.6027	AFGINSTAL	TALIBAN	AFG	TAL				INS			PAK	PAKISTAN	PAK								0	114	114	11	3	-2.0	2	1	2	-7.30478589420655	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20220810171500	https://www.newagebd.net/article/178110/top-pak-taliban-commander-killed-in-afghanistan
1058062588	20210810	202108	2021	2021.6027	AFGINSTAL	TALIBAN	AFG	TAL				INS			PAK	ISLAMABAD	PAK								0	114	114	11	3	-2.0	5	1	5	-7.30478589420655	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20220810171500	https://www.newagebd.net/article/178110/top-pak-taliban-commander-killed-in-afghanistan
1058062589	20210810	202108	2021	2021.6027	BUS	AUTOMAKER						BUS													0	031	031	03	1	5.2	10	1	10	3.93700787401575	1	Saudi Arabia	SA	SA		25	45	SA	0								1	Saudi Arabia	SA	SA		25	45	SA	20220810171500	https://insideevs.com/news/603592/lucid-amp-1-factory-expansion-phase-3/
1058062590	20210810	202108	2021	2021.6027	CVL	RESIDENTS						CVL													1	036	036	03	1	4.0	10	1	10	-2.38095238095238	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220810171500	https://www.wkyufm.org/2022-08-10/kentuckys-metro-areas-expected-to-drive-population-growth-through-2050-uofl-report-finds
1058062591	20210810	202108	2021	2021.6027	GBR	BRITISH	GBR								SAU	SAUDI	SAU								1	193	193	19	4	-10.0	7	1	7	-0.54644808743169	1	United Kingdom	UK	UK		54	-4	UK	4	Makkah, Makkah, Saudi Arabia	SA	SA14	25312	21.4267	39.8261	-3096949	4	Makkah, Makkah, Saudi Arabia	SA	SA14	25312	21.4267	39.8261	-3096949	20220810171500	https://www.arabianbusiness.com/industries/media/futuristic-city-neom-becomes-set-for-an-upcoming-saudi-fantasy-show
1058062592	20210810	202108	2021	2021.6027	GBRCOP	MANCHESTER	GBR					COP													1	010	010	01	1	0.0	10	1	10	-6.60377358490566	0								0								0								20220810171500	https://www.manchestereveningnews.co.uk/news/lorry-driver-fined-over-careless-24723964
1058062593	20210810	202108	2021	2021.6027	SAUGOV	SAUDI ARABIA	SAU					GOV													0	057	057	05	1	8.0	5	1	5	3.93700787401575	1	Saudi Arabia	SA	SA		25	45	SA	0								1	Saudi Arabia	SA	SA		25	45	SA	20220810171500	https://insideevs.com/news/603592/lucid-amp-1-factory-expansion-phase-3/
1058062594	20210810	202108	2021	2021.6027	TTO	TRINIDAD	TTO																		1	051	051	05	1	3.4	10	1	10	1.6260162601626	1	Trinidad And Tobago	TD	TD		11	-61	TD	0								1	Trinidad And Tobago	TD	TD		11	-61	TD	20220810171500	https://www.tv6tnt.com/news/morning_edition/morning-edition-10th-august-2022/article_b7d33ed2-18a7-11ed-b4e0-2784d96a5822.html
