1058096287	20210810	202108	2021	2021.6027											CAN	CANADA	CAN								0	014	014	01	1	0.0	2	1	2	0	0								4	Bowen Island, British Columbia, Canada	CA	CA02	12565	49.3833	-123.383	-561538	4	Bowen Island, British Columbia, Canada	CA	CA02	12565	49.3833	-123.383	-561538	20220810214500	https://www.cbc.ca/news/canada/british-columbia/bowen-island-metro-vancouver-campground-cape-curtis-1.6547200
1058096288	20210810	202108	2021	2021.6027											COP	PRISON						COP			0	173	173	17	4	-5.0	10	1	10	-7.7762619372442	0								3	Kenosha, Wisconsin, United States	US	USWI	WI059	42.5847	-87.8212	1567416	3	Kenosha, Wisconsin, United States	US	USWI	WI059	42.5847	-87.8212	1567416	20220810214500	https://www.jsonline.com/story/news/crime/2022/08/10/twin-cities-men-charged-kenosha-arson-looting/10288877002/
1058096289	20210810	202108	2021	2021.6027	COD	DEMOCRATIC REPUBLIC OF CONGO	COD								GOV	SECRETARY OF STATE						GOV			1	043	043	04	1	2.8	1	1	1	-3.81593714927048	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20220810214500	https://www.latimes.com/politics/story/2022-08-10/far-from-a-showcase-congo-tests-democracy-climate-action-during-blinken-visit
1058096290	20210810	202108	2021	2021.6027	COD	DEMOCRATIC REPUBLIC OF CONGO	COD								GOV	SECRETARY OF STATE						GOV			1	043	043	04	1	2.8	1	1	1	-3.81593714927048	1	Congo	CF	CF		-1	15	CF	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20220810214500	https://www.latimes.com/politics/story/2022-08-10/far-from-a-showcase-congo-tests-democracy-climate-action-during-blinken-visit
1058096291	20210810	202108	2021	2021.6027	COD	DEMOCRATIC REPUBLIC OF CONGO	COD								GOV	SECRETARY OF STATE						GOV			1	043	043	04	1	2.8	3	1	3	-3.81593714927048	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20220810214500	https://www.latimes.com/politics/story/2022-08-10/far-from-a-showcase-congo-tests-democracy-climate-action-during-blinken-visit
1058096292	20210810	202108	2021	2021.6027	COP	POLICE						COP													1	010	010	01	1	0.0	10	1	10	-3.80577427821523	3	Raleigh, North Carolina, United States	US	USNC	NC183	35.7721	-78.6386	1024242	0								3	Raleigh, North Carolina, United States	US	USNC	NC183	35.7721	-78.6386	1024242	20220810214500	https://www.wral.com/1-year-at-the-helm-rpd-chief-pledges-to-be-community-engaged-while-tackling-violent-crime/20412053/
1058096293	20210810	202108	2021	2021.6027	GOV	SECRETARY OF STATE						GOV			COD	DEMOCRATIC REPUBLIC OF CONGO	COD								1	042	042	04	1	1.9	4	1	4	-3.81593714927048	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	20220810214500	https://www.latimes.com/politics/story/2022-08-10/far-from-a-showcase-congo-tests-democracy-climate-action-during-blinken-visit
1058096294	20210810	202108	2021	2021.6027	GOV	SECRETARY OF STATE						GOV			COD	DEMOCRATIC REPUBLIC OF CONGO	COD								1	042	042	04	1	1.9	1	1	1	-3.81593714927048	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	1	Congo	CF	CF		-1	15	CF	20220810214500	https://www.latimes.com/politics/story/2022-08-10/far-from-a-showcase-congo-tests-democracy-climate-action-during-blinken-visit
1058096295	20210810	202108	2021	2021.6027	GOV	PREMIER						GOV			RUS	RUSSIA	RUS								0	090	090	09	2	-2.0	1	1	1	-5.42345711995725	4	Kherson, Khersons'ka Oblast', Ukraine	UP	UP08	28557	46.6558	32.6178	-1041356	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20220810214500	https://www.nytimes.com/live/2022/08/10/world/ukraine-russia-news-war/a-russian-filmmaker-finds-himself-trapped-between-hollywood-and-moscow
1058096296	20210810	202108	2021	2021.6027	GOV	PREMIER						GOV			RUS	MOSCOW	RUS								0	090	090	09	2	-2.0	7	1	7	-5.42345711995725	1	France	FR	FR		46	2	FR	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220810214500	https://www.nytimes.com/live/2022/08/10/world/ukraine-russia-news-war/a-russian-filmmaker-finds-himself-trapped-between-hollywood-and-moscow
