1058075026	20210810	202108	2021	2021.6027	CAN	VANCOUVER	CAN								MIL	CAPTAIN						MIL			0	010	010	01	1	0.0	7	1	7	-2.79898218829517	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20220810184500	https://dailyhive.com/vancouver/vancouver-fire-leaders-crime
1058075027	20210810	202108	2021	2021.6027	KEN	KENYA	KEN								RWA	RWANDA	RWA								1	030	030	03	1	4.0	8	1	8	0.36764705882353	1	Kenya	KE	KE		1	38	KE	1	Rwanda	RW	RW		-2	30	RW	1	Rwanda	RW	RW		-2	30	RW	20220810184500	https://www.theeastafrican.co.ke/tea/business/trial-sale-of-commodities-through-afcfta-begins-3908392
1058075028	20210810	202108	2021	2021.6027	KEN	KENYA	KEN								RWA	RWANDA	RWA								1	030	030	03	1	4.0	2	1	2	0.36764705882353	1	Tanzania	TZ	TZ		-6	35	TZ	1	Kenya	KE	KE		1	38	KE	1	Rwanda	RW	RW		-2	30	RW	20220810184500	https://www.theeastafrican.co.ke/tea/business/trial-sale-of-commodities-through-afcfta-begins-3908392
1058075029	20210810	202108	2021	2021.6027	KEN	KENYA	KEN								TZA	TANZANIA	TZA								1	030	030	03	1	4.0	8	1	8	0.36764705882353	1	Kenya	KE	KE		1	38	KE	1	Tanzania	TZ	TZ		-6	35	TZ	1	Rwanda	RW	RW		-2	30	RW	20220810184500	https://www.theeastafrican.co.ke/tea/business/trial-sale-of-commodities-through-afcfta-begins-3908392
1058075030	20210810	202108	2021	2021.6027	KEN	KENYA	KEN								TZA	TANZANIA	TZA								1	030	030	03	1	4.0	2	1	2	0.36764705882353	1	Tanzania	TZ	TZ		-6	35	TZ	1	Tanzania	TZ	TZ		-6	35	TZ	1	Rwanda	RW	RW		-2	30	RW	20220810184500	https://www.theeastafrican.co.ke/tea/business/trial-sale-of-commodities-through-afcfta-begins-3908392
1058075031	20210810	202108	2021	2021.6027	MIL	CAPTAIN						MIL													0	010	010	01	1	0.0	3	1	3	-2.79898218829517	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20220810184500	https://dailyhive.com/vancouver/vancouver-fire-leaders-crime
1058075032	20210810	202108	2021	2021.6027	RWA	RWANDA	RWA								KEN	KENYA	KEN								1	030	030	03	1	4.0	2	1	2	0.36764705882353	1	Kenya	KE	KE		1	38	KE	1	Tanzania	TZ	TZ		-6	35	TZ	1	Rwanda	RW	RW		-2	30	RW	20220810184500	https://www.theeastafrican.co.ke/tea/business/trial-sale-of-commodities-through-afcfta-begins-3908392
1058075033	20210810	202108	2021	2021.6027	RWA	RWANDA	RWA								KEN	KENYA	KEN								1	030	030	03	1	4.0	8	1	8	0.36764705882353	1	Rwanda	RW	RW		-2	30	RW	1	Kenya	KE	KE		1	38	KE	1	Rwanda	RW	RW		-2	30	RW	20220810184500	https://www.theeastafrican.co.ke/tea/business/trial-sale-of-commodities-through-afcfta-begins-3908392
1058075034	20210810	202108	2021	2021.6027	RWA	RWANDA	RWA								TZA	TANZANIA	TZA								1	030	030	03	1	4.0	2	1	2	0.36764705882353	1	Kenya	KE	KE		1	38	KE	1	Tanzania	TZ	TZ		-6	35	TZ	1	Rwanda	RW	RW		-2	30	RW	20220810184500	https://www.theeastafrican.co.ke/tea/business/trial-sale-of-commodities-through-afcfta-begins-3908392
1058075035	20210810	202108	2021	2021.6027	RWA	RWANDA	RWA								TZA	TANZANIA	TZA								1	030	030	03	1	4.0	8	1	8	0.36764705882353	1	Rwanda	RW	RW		-2	30	RW	1	Tanzania	TZ	TZ		-6	35	TZ	1	Rwanda	RW	RW		-2	30	RW	20220810184500	https://www.theeastafrican.co.ke/tea/business/trial-sale-of-commodities-through-afcfta-begins-3908392
