1058047860	20210810	202108	2021	2021.6027											BUS	COMPANY						BUS			1	030	030	03	1	4.0	2	1	2	-1.75879396984924	0								3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	20220810153000	https://www.keranews.org/environment-nature/2022-08-10/epa-launches-investigation-into-texas-environment-agencys
1058047861	20210810	202108	2021	2021.6027	AUS	SYDNEY	AUS								POL	WARSAW	POL								1	042	042	04	1	1.9	8	1	8	-0.763358778625956	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warsaw, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	20220810153000	https://www.londonmercury.com/news/272649388/uk-horniman-museum-to-return-72-artifacts-to-nigeria
1058047862	20210810	202108	2021	2021.6027	BUS	COMPANY						BUS			USA	UNITED STATES	USA								1	030	030	03	1	4.0	6	1	6	-1.75879396984924	3	Fort Worth, Texas, United States	US	USTX	TX439	32.7254	-97.3208	1380947	3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	20220810153000	https://www.keranews.org/environment-nature/2022-08-10/epa-launches-investigation-into-texas-environment-agencys
1058047863	20210810	202108	2021	2021.6027	EUR	EUROPE	EUR								GBR	UNITED KINGDOM	GBR								1	043	043	04	1	2.8	10	1	10	6.54205607476635	4	Leicester, Leicester, United Kingdom	UK	UKH4	40124	52.6333	-1.13333	-2600961	4	Leicester, Leicester, United Kingdom	UK	UKH4	40124	52.6333	-1.13333	-2600961	4	Leicester, Leicester, United Kingdom	UK	UKH4	40124	52.6333	-1.13333	-2600961	20220810153000	https://usa.watchpro.com/get-ready-to-set-sail-for-watchpro-salon-in-november/
1058047864	20210810	202108	2021	2021.6027	GBR	UNITED KINGDOM	GBR								EUR	EUROPE	EUR								1	042	042	04	1	1.9	10	1	10	6.54205607476635	4	Leicester, Leicester, United Kingdom	UK	UKH4	40124	52.6333	-1.13333	-2600961	4	Leicester, Leicester, United Kingdom	UK	UKH4	40124	52.6333	-1.13333	-2600961	4	Leicester, Leicester, United Kingdom	UK	UKH4	40124	52.6333	-1.13333	-2600961	20220810153000	https://usa.watchpro.com/get-ready-to-set-sail-for-watchpro-salon-in-november/
1058047865	20210810	202108	2021	2021.6027	GBR	UNITED KINGDOM	GBR								USA	THE US	USA								1	020	020	02	1	3.0	10	1	10	6.54205607476635	4	Leicester, Leicester, United Kingdom	UK	UKH4	40124	52.6333	-1.13333	-2600961	4	Leicester, Leicester, United Kingdom	UK	UKH4	40124	52.6333	-1.13333	-2600961	4	Leicester, Leicester, United Kingdom	UK	UKH4	40124	52.6333	-1.13333	-2600961	20220810153000	https://usa.watchpro.com/get-ready-to-set-sail-for-watchpro-salon-in-november/
1058047866	20210810	202108	2021	2021.6027	IRL	DUBLIN	IRL																		1	071	071	07	2	7.4	8	1	8	2.64150943396226	5	Dublin City, Dublin City, Ireland	EI	EI33	18288	53.3551	-6.24922	10934239	0								5	Dublin City, Dublin City, Ireland	EI	EI33	18288	53.3551	-6.24922	10934239	20220810153000	https://www.dublincity.ie/news/redevelopment-victorian-fruit-and-vegetable-market
1058047867	20220711	202207	2022	2022.5233											USA	UNITED STATES	USA								1	141	141	14	3	-6.5	1	1	1	-4.60251046025105	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20220810153000	http://www.msn.com/en-us/news/politics/third-house-republican-who-voted-to-impeach-president-trump-loses-primary-race/ar-AA10w4Zb
1058047868	20220711	202207	2022	2022.5233	USA	UNITED STATES	USA																		1	141	141	14	3	-6.5	1	1	1	-4.60251046025105	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20220810153000	http://www.msn.com/en-us/news/politics/third-house-republican-who-voted-to-impeach-president-trump-loses-primary-race/ar-AA10w4Zb
1058047869	20220711	202207	2022	2022.5233	USA	TENNESSEE	USA								USAJUD	UNITED STATES	USA					JUD			0	190	190	19	4	-10.0	2	1	2	-3.73333333333333	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20220810153000	https://www.dnj.com/story/news/politics/2022/08/05/tennessee-school-voucher-program-nashville-memphis-lawsuit/10228126002/
1058047870	20220711	202207	2022	2022.5233	USAJUD	TENNESSEE	USA					JUD													0	190	190	19	4	-10.0	8	1	8	-3.73333333333333	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	0								2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20220810153000	https://www.dnj.com/story/news/politics/2022/08/05/tennessee-school-voucher-program-nashville-memphis-lawsuit/10228126002/
1058047871	20220803	202208	2022	2022.5836	COP	POLICE						COP													1	172	172	17	4	-5.0	4	1	4	-6.23306233062331	4	Hardoi, Uttar Pradesh, India	IN	IN36	17916	27.4167	80.1167	-2097171	0								4	Hardoi, Uttar Pradesh, India	IN	IN36	17916	27.4167	80.1167	-2097171	20220810153000	https://www.tribuneindia.com/news/nation/born-out-of-rape-son-helps-mother-get-justice-after-28-years-2-brothers-behind-bars-in-up-420762
