1058088062	20210810	202108	2021	2021.6027	MIL	MILITARY OFFICIAL						MIL			AFGINSTAL	TALIBAN	AFG	TAL				INS			1	0874	087	08	2	10.0	1	1	1	-5.99393019726859	4	Urdu, Vardak, Afghanistan	AF	AF27	3757	34.1886	68.6175	-3385988	4	Urdu, Vardak, Afghanistan	AF	AF27	3757	34.1886	68.6175	-3385988	4	Urdu, Vardak, Afghanistan	AF	AF27	3757	34.1886	68.6175	-3385988	20220810203000	https://www.centralasiatimes.com/news/272649966/one-year-later-pakistans-taliban-rule-hopes-put-in-check
1058088063	20210810	202108	2021	2021.6027	USA	UNITED STATES	USA								GOV	MAYOR						GOV			0	051	051	05	1	3.4	4	1	4	-2.13270142180095	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20220810203000	https://www.dotnews.com/2022/ag-candidates-spar-over-mbta-experience-fundraising
1058088064	20210810	202108	2021	2021.6027	USA	UNITED STATES	USA								UAF	TERRORIST						UAF			0	141	141	14	3	-6.5	4	1	4	-2.92504570383912	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220810203000	https://richmond.com/news/state-and-regional/govt-and-politics/kaine-rips-youngkins-tweet-on-trump-search-loudoun-schools/article_531b56d6-03f6-5493-b3cd-066442cecaa0.html
1058088065	20210810	202108	2021	2021.6027	USA	UNITED STATES	USA								USAGOV	JOE BIDEN	USA					GOV			0	111	111	11	3	-2.0	4	1	4	-2.92504570383912	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220810203000	https://richmond.com/news/state-and-regional/govt-and-politics/kaine-rips-youngkins-tweet-on-trump-search-loudoun-schools/article_531b56d6-03f6-5493-b3cd-066442cecaa0.html
1058088066	20210810	202108	2021	2021.6027	USAGOV	UNITED STATES	USA					GOV													1	051	051	05	1	3.4	1	1	1	-2.82051282051282	3	Annapolis, Maryland, United States	US	USMD	MD003	38.9784	-76.4922	595031	0								3	Annapolis, Maryland, United States	US	USMD	MD003	38.9784	-76.4922	595031	20220810203000	https://www.eyeonannapolis.net/2022/08/keep-your-butts-out-of-the-bay/
1058088067	20220711	202207	2022	2022.5233											USA	UNITED STATES	USA								1	043	043	04	1	2.8	8	1	8	-2.59740259740259	0								3	Parkersburg, West Virginia, United States	US	USWV	WV107	39.2667	-81.5615	1544587	3	Parkersburg, West Virginia, United States	US	USWV	WV107	39.2667	-81.5615	1544587	20220810203000	https://torontosun.com/news/crime/west-virginia-man-killed-on-family-vacation-after-offering-ride-to-stranger
1058088068	20220711	202207	2022	2022.5233	USA	UNITED STATES	USA																		1	042	042	04	1	1.9	8	1	8	-2.59740259740259	3	Parkersburg, West Virginia, United States	US	USWV	WV107	39.2667	-81.5615	1544587	0								3	Parkersburg, West Virginia, United States	US	USWV	WV107	39.2667	-81.5615	1544587	20220810203000	https://torontosun.com/news/crime/west-virginia-man-killed-on-family-vacation-after-offering-ride-to-stranger
1058088069	20220711	202207	2022	2022.5233	USA	INDIANA	USA																		1	154	154	15	4	-7.2	10	1	10	-2.38095238095238	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20220810203000	https://dailyjournal.net/2022/08/10/franklin-police-churches-partner-to-help-kentucky-flood-victims/
1058088070	20220809	202208	2022	2022.6000											CAN	CANADA	CAN								1	042	042	04	1	1.9	10	1	10	0.68027210884354	0								4	Lake Winnipeg, Manitoba, Canada	CA	CA03	154724	52	-97	-576097	4	Lake Winnipeg, Manitoba, Canada	CA	CA03	154724	52	-97	-576097	20220810203000	https://www.cfnrfm.ca/2022/08/10/wetsuweten-hereditary-chiefs-nation-to-nation-tour-continues-in-winnipeg/
1058088071	20220809	202208	2022	2022.6000											COP	POLICE COMMISSIONER						COP			0	014	014	01	1	0.0	6	1	6	-1.91570881226053	0								1	Bahamas, The	BF	BF		24	-76	BF	1	Bahamas, The	BF	BF		24	-76	BF	20220810203000	http://www.tribune242.com/news/2022/aug/10/bahamian-men-were-arrested-dominican-republic/
1058088072	20220809	202208	2022	2022.6000	BHS	BAHAMA	BHS								BHSCOP	BAHAMA	BHS					COP			0	014	014	01	1	0.0	2	1	2	-1.91570881226053	1	Bahamas, The	BF	BF		24	-76	BF	1	Bahamas, The	BF	BF		24	-76	BF	1	Bahamas, The	BF	BF		24	-76	BF	20220810203000	http://www.tribune242.com/news/2022/aug/10/bahamian-men-were-arrested-dominican-republic/
1058088073	20220809	202208	2022	2022.6000	BHS	BAHAMA	BHS								COP	POLICE COMMISSIONER						COP			0	014	014	01	1	0.0	2	1	2	-1.91570881226053	1	Bahamas, The	BF	BF		24	-76	BF	1	Bahamas, The	BF	BF		24	-76	BF	1	Bahamas, The	BF	BF		24	-76	BF	20220810203000	http://www.tribune242.com/news/2022/aug/10/bahamian-men-were-arrested-dominican-republic/
1058088074	20220809	202208	2022	2022.6000	BHSGOV	FRED MITCHELL	BHS					GOV													0	090	090	09	2	-2.0	10	1	10	-1.91570881226053	1	Bahamas, The	BF	BF		24	-76	BF	0								1	Bahamas, The	BF	BF		24	-76	BF	20220810203000	http://www.tribune242.com/news/2022/aug/10/bahamian-men-were-arrested-dominican-republic/
1058088075	20220809	202208	2022	2022.6000	BUS	CHAMBER OF COMMERCE						BUS													1	051	051	05	1	3.4	10	1	10	-2.76381909547739	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220810203000	https://www.wgal.com/article/pennsylvania-reduces-corporate-net-income-tax/40860483
1058088076	20220809	202208	2022	2022.6000	HTI	HAITI	HTI																		1	010	010	01	1	0.0	4	1	4	-3.05755395683454	1	Haiti	HA	HA		19	-72.416667	HA	0								1	Haiti	HA	HA		19	-72.416667	HA	20220810203000	http://www.tribune242.com/news/2022/aug/10/irresponsible-say-150000-haitians-live-bahamas/
1058088077	20220810	202208	2022	2022.6027											ABW	ARUBA	ABW								0	042	042	04	1	1.9	10	1	10	-0.12953367875648	0								1	Aruba	AA	AA		12.5	-69.966667	AA	1	Aruba	AA	AA		12.5	-69.966667	AA	20220810203000	https://www.ctinsider.com/westport/article/Woog-s-World-New-Keep-Westport-Weird-17364407.php
1058088078	20220810	202208	2022	2022.6027											AGR	FARMER						AGR			1	042	042	04	1	1.9	6	1	6	1.51515151515151	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20220810203000	https://www.philippinetimes.com/news/272649671/pbbm-to-dti-ease-farmers-plight-with-affordable-fertilizer
1058088079	20220810	202208	2022	2022.6027											AGR	FARMER						AGR			1	042	042	04	1	1.9	10	1	10	2.37885462555066	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20220810203000	https://thewhiskeywash.com/reviews/whiskey-reviews-branch-point-whiskeys/
1058088080	20220810	202208	2022	2022.6027											AGR	FARMER						AGR			1	043	043	04	1	2.8	4	1	4	7.40740740740741	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220810203000	https://www.rfdtv.com/story/47068873/national-farmers-market-week-ga-is-helping-consumers-buy-local-and-support-farmers
1058088081	20220810	202208	2022	2022.6027											AUS	VICTORIA	AUS								1	046	046	04	1	7.0	10	1	10	-1.5015015015015	0								0								0								20220810203000	https://news.yahoo.com/nicola-peltz-speaks-rumoured-feud-192118231.html
1058088082	20220810	202208	2022	2022.6027											AUS	SYDNEY	AUS								1	180	180	18	4	-9.0	30	3	30	-2.64559043122823	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20220810203000	https://www.smh.com.au/politics/victoria/lawyers-criticise-state-s-proposed-sexual-consent-laws-20220810-p5b8mp.html
1058088083	20220810	202208	2022	2022.6027											BHS	BAHAMA	BHS								1	042	042	04	1	1.9	2	1	2	-1.91570881226053	0								1	Bahamas, The	BF	BF		24	-76	BF	1	Bahamas, The	BF	BF		24	-76	BF	20220810203000	http://www.tribune242.com/news/2022/aug/10/bahamian-men-were-arrested-dominican-republic/
1058088084	20220810	202208	2022	2022.6027											BHS	BAHAMA	BHS								0	112	112	11	3	-2.0	6	1	6	-13.302752293578	0								4	New Providence, Bahamas, The (general), Bahamas, The	BF	BF00	5747	25.0333	-77.4	-1543842	4	New Providence, Bahamas, The (general), Bahamas, The	BF	BF00	5747	25.0333	-77.4	-1543842	20220810203000	http://www.tribune242.com/news/2022/aug/10/two-accused-separate-cases-theft/
1058088085	20220810	202208	2022	2022.6027											BHS	BAHAMA	BHS								1	173	173	17	4	-5.0	2	1	2	-13.302752293578	0								4	New Providence, Bahamas, The (general), Bahamas, The	BF	BF00	5747	25.0333	-77.4	-1543842	4	New Providence, Bahamas, The (general), Bahamas, The	BF	BF00	5747	25.0333	-77.4	-1543842	20220810203000	http://www.tribune242.com/news/2022/aug/10/two-accused-separate-cases-theft/
1058088086	20220810	202208	2022	2022.6027											BUS	BANK						BUS			1	020	020	02	1	3.0	10	1	10	0.655307994757538	0								4	Debub, Tigray, Ethiopia	ET	ET53	149298	13	39.6	-608440	4	Debub, Tigray, Ethiopia	ET	ET53	149298	13	39.6	-608440	20220810203000	https://www.capitalethiopia.com/2021/04/19/the-swing-of-paid-up-capital-over-the-years/
1058088087	20220810	202208	2022	2022.6027											BUS	BUSINESS						BUS			1	020	020	02	1	3.0	6	1	6	-1.21580547112462	0								2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20220810203000	https://www.stlamerican.com/news/columnists/james_ingram/my-grandfather-s-brave-exit-from-1930-s-mississippi/article_b82cac00-18e4-11ed-8b57-a3036138a61d.html
1058088088	20220810	202208	2022	2022.6027											COLCRM	COLOMBIA	COL					CRM			0	043	043	04	1	2.8	3	1	3	-3.50553505535056	0								1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	20220810203000	https://siouxcityjournal.com/news/state-and-regional/nebraska/colombian-anthropologists-visit-offutt-lab-as-they-seek-to-id-120-000-missing/article_9838c353-3a9a-5558-9f78-f5f4bf2dc365.html
1058088089	20220810	202208	2022	2022.6027											COP	DEPUTIES						COP			0	010	010	01	1	0.0	10	1	10	-5.46218487394958	0								3	Odessa, Texas, United States	US	USTX	TX135	31.8457	-102.368	1343067	3	Odessa, Texas, United States	US	USTX	TX135	31.8457	-102.368	1343067	20220810203000	https://www.newswest9.com/article/news/crime/odessa-woman-accused-relationship-16-year-old/513-35439c04-c6ae-4169-9611-24515c493669
1058088090	20220810	202208	2022	2022.6027											COP	DEPUTIES						COP			1	043	043	04	1	2.8	20	1	10	-7.2258064516129	0								3	Jones County, Mississippi, United States	US	USMS		31.6727	-89.1576	695757	3	Jones County, Mississippi, United States	US	USMS		31.6727	-89.1576	695757	20220810203000	https://www.leader-call.com/news/free_news/ex-beat-5-foreman-headed-to-prison/article_a4213658-18e0-11ed-ba7e-e707b2237c8c.html
1058088091	20220810	202208	2022	2022.6027											COP	DEPUTIES						COP			0	046	046	04	1	7.0	10	1	10	-5.46218487394958	0								3	Odessa, Texas, United States	US	USTX	TX135	31.8457	-102.368	1343067	3	Odessa, Texas, United States	US	USTX	TX135	31.8457	-102.368	1343067	20220810203000	https://www.newswest9.com/article/news/crime/odessa-woman-accused-relationship-16-year-old/513-35439c04-c6ae-4169-9611-24515c493669
1058088092	20220810	202208	2022	2022.6027											CRM	ASSAILANT						CRM			0	036	036	03	1	4.0	10	1	10	-1.70316301703163	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20220810203000	https://www.tor.com/2021/08/25/what-if-the-earth-lost-its-mightiest-heroes-disney-plus-television-review/
1058088093	20220810	202208	2022	2022.6027											CRM	CRIMINAL						CRM			0	110	110	11	3	-2.0	5	1	5	1.00430416068866	0								2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20220810203000	https://www.forbes.com/sites/ajherrington/2022/08/10/missouri-recreational-marijuana-legalization-initiative-qualifies-for-november-ballot/
1058088094	20220810	202208	2022	2022.6027											CVL	SCIENTIST						CVL			1	036	036	03	1	4.0	5	1	5	-0.77301475755446	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20220810203000	https://www.nature.com/articles/d41586-022-02151-7
1058088095	20220810	202208	2022	2022.6027											CVL	NEIGHBORHOOD						CVL			1	042	042	04	1	1.9	6	1	6	0.2086230876217	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20220810203000	https://www.latimes.com/entertainment-arts/books/story/2022-08-10/chef-keith-corbin-california-soul-book-club
1058088096	20220810	202208	2022	2022.6027											CVL	RESIDENTS						CVL			0	042	042	04	1	1.9	10	1	10	-2.46073298429319	0								2	Montana, United States	US	USMT		46.9048	-110.326	MT	2	Montana, United States	US	USMT		46.9048	-110.326	MT	20220810203000	https://www.montanarightnow.com/kalispell/elmo-fire-seeing-minimal-growth-containment-now-at-61/article_ec1fb9c4-0fb8-11ed-b002-1f8cead5f6aa.html
1058088097	20220810	202208	2022	2022.6027											EDU	SCHOOL						EDU			0	020	020	02	1	3.0	1	1	1	-2.64496439471007	0								3	Robb Elementary School, Texas, United States	US	USTX		29.2005	-99.7881	2009051	3	Robb Elementary School, Texas, United States	US	USTX		29.2005	-99.7881	2009051	20220810203000	https://www.komu.com/news/nationworld/uvalde-school-district-looking-for-interim-police-chief-as-pete-arredondo-awaits-termination-hearing/article_37c4d09d-94ad-53b9-b717-78a89a724ee4.html
1058088098	20220810	202208	2022	2022.6027											EDU	SCHOOL						EDU			0	020	020	02	1	3.0	6	1	6	0.88365243004418	0								3	Dequincy, Louisiana, United States	US	USLA	LA019	30.4505	-93.4332	554198	3	Dequincy, Louisiana, United States	US	USLA	LA019	30.4505	-93.4332	554198	20220810203000	https://www.nbcnews.com/news/us-news/kindergartner-louisiana-allegedly-forced-school-parents-are-sex-couple-rcna42475
1058088099	20220810	202208	2022	2022.6027											EDU	SCHOOL						EDU			0	040	040	04	1	1.0	6	1	6	0.88365243004418	0								3	Dequincy, Louisiana, United States	US	USLA	LA019	30.4505	-93.4332	554198	3	Dequincy, Louisiana, United States	US	USLA	LA019	30.4505	-93.4332	554198	20220810203000	https://www.nbcnews.com/news/us-news/kindergartner-louisiana-allegedly-forced-school-parents-are-sex-couple-rcna42475
1058088100	20220810	202208	2022	2022.6027											EDU	STUDENT						EDU			1	040	040	04	1	1.0	10	1	10	-1.18577075098814	0								1	Jamaica	JM	JM		18.25	-77.5	JM	1	Jamaica	JM	JM		18.25	-77.5	JM	20220810203000	https://jamaica.loopnews.com/content/student-dress-and-grooming-policy-consultations-begin
1058088101	20220810	202208	2022	2022.6027											EDU	SCHOOL						EDU			0	040	040	04	1	1.0	4	1	4	0.88365243004418	0								2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20220810203000	https://www.nbcnews.com/news/us-news/kindergartner-louisiana-allegedly-forced-school-parents-are-sex-couple-rcna42475
1058088102	20220810	202208	2022	2022.6027											EDU	STUDENT						EDU			1	060	060	06	2	6.0	10	1	10	2.42424242424242	0								3	Columbia Mall, Missouri, United States	US	USMO		38.9628	-92.3724	742619	3	Columbia Mall, Missouri, United States	US	USMO		38.9628	-92.3724	742619	20220810203000	https://www.komu.com/news/midmissourinews/food-bank-to-host-pack-school-pantries-food-and-fund-drive-this-friday/article_cd0de76c-18ce-11ed-91d9-8b382ce5a2d7.html
1058088103	20220810	202208	2022	2022.6027											EDU	UNIVERSITY						EDU			1	173	173	17	4	-5.0	15	3	15	-0.50251256281407	0								4	Wodonga, Victoria, Australia	AS	AS07	5428	-36.1218	146.888	-1610265	4	Wodonga, Victoria, Australia	AS	AS07	5428	-36.1218	146.888	-1610265	20220810203000	https://www.brisbanetimes.com.au/national/victoria/bonuses-cheaper-degrees-on-agenda-as-ministers-meet-to-tackle-teacher-shortage-20220809-p5b8by.html
1058088104	20220810	202208	2022	2022.6027											EDU	ECONOMIST						EDU			1	173	173	17	4	-5.0	10	1	10	-3.84615384615385	0								1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20220810203000	http://www.msn.com/en-nz/lifestyle/other/actress-sues-the-economist-for-using-her-photo-in-obesity-story/ss-AA10wJmQ
1058088105	20220810	202208	2022	2022.6027											EGYCVL	EGYPT	EGY					CVL			0	042	042	04	1	1.9	2	1	2	8.35913312693498	0								4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	20220810203000	https://www.alxnow.com/2022/08/10/instrument-petting-zoo-ethiopian-film-festival-and-more-get-art-grant-funding-in-alexandria/
1058088106	20220810	202208	2022	2022.6027											EUR	EUROPEAN	EUR								1	036	036	03	1	4.0	5	1	5	-0.12953367875648	0								1	Aruba	AA	AA		12.5	-69.966667	AA	1	Aruba	AA	AA		12.5	-69.966667	AA	20220810203000	https://www.ctinsider.com/westport/article/Woog-s-World-New-Keep-Westport-Weird-17364407.php
1058088107	20220810	202208	2022	2022.6027											EUR	EUROPE	EUR								1	042	042	04	1	1.9	4	1	4	1.01137800252845	0								4	Iberia, Spain (general), Spain	SP	SP00	25815	40	-5	-385712	4	Iberia, Spain (general), Spain	SP	SP00	25815	40	-5	-385712	20220810203000	https://worldcrunch.com/culture-society/evita-as-pure-icon-a-singular-eva-peron-exhibit-in-paris
1058088108	20220810	202208	2022	2022.6027											EUR	EUROPE	EUR								1	042	042	04	1	1.9	6	1	6	1.01137800252845	0								4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	4	Buenos Aires, Distrito Federal, Argentina	AR	AR07	22379	-34.5875	-58.6725	-979186	20220810203000	https://worldcrunch.com/culture-society/evita-as-pure-icon-a-singular-eva-peron-exhibit-in-paris
1058088109	20220810	202208	2022	2022.6027											EUR	EUROPE	EUR								1	042	042	04	1	1.9	10	1	10	-2.02020202020202	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20220810203000	http://www.knac.com/article.asp?ArticleID=42349
1058088110	20220810	202208	2022	2022.6027											FRA	FRENCH	FRA								1	036	036	03	1	4.0	4	1	4	-3.02013422818792	0								4	Landiras, Aquitaine, France	FR	FR97	16241	44.567	-0.415358	-1437545	4	Landiras, Aquitaine, France	FR	FR97	16241	44.567	-0.415358	-1437545	20220810203000	https://abcnews.go.com/International/wildfires-ravage-frances-famous-wine-region/story?id=88205360
1058088111	20220810	202208	2022	2022.6027											FRAGOV	FRENCH	FRA					GOV			1	036	036	03	1	4.0	6	1	6	-3.02013422818792	0								4	Landiras, Aquitaine, France	FR	FR97	16241	44.567	-0.415358	-1437545	4	Landiras, Aquitaine, France	FR	FR97	16241	44.567	-0.415358	-1437545	20220810203000	https://abcnews.go.com/International/wildfires-ravage-frances-famous-wine-region/story?id=88205360
1058088112	20220810	202208	2022	2022.6027											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	2	1	2	-0.63011972274732	0								4	Brixworth, Northamptonshire, United Kingdom	UK	UKJ1	40124	52.3167	-0.9	-2590938	4	Brixworth, Northamptonshire, United Kingdom	UK	UKJ1	40124	52.3167	-0.9	-2590938	20220810203000	https://www.autoexpress.co.uk/mercedes/104697/new-mercedes-amg-one-hypercar-will-be-built-coventry
1058088113	20220810	202208	2022	2022.6027											GBR	UNITED KINGDOM	GBR								0	057	057	05	1	8.0	4	1	4	-0.2283105022831	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20220810203000	http://www.thehardtackle.com/transfer-news/2022/08/11/west-ham-united-monitoring-eric-bailly/
1058088114	20220810	202208	2022	2022.6027											GBR	UNITED KINGDOM	GBR								1	060	060	06	2	6.0	6	1	6	-0.63011972274732	0								4	Brixworth, Northamptonshire, United Kingdom	UK	UKJ1	40124	52.3167	-0.9	-2590938	4	Brixworth, Northamptonshire, United Kingdom	UK	UKJ1	40124	52.3167	-0.9	-2590938	20220810203000	https://www.autoexpress.co.uk/mercedes/104697/new-mercedes-amg-one-hypercar-will-be-built-coventry
1058088115	20220810	202208	2022	2022.6027											GOV	AUTHORITIES						GOV			0	010	010	01	1	0.0	6	1	6	-5.46218487394958	0								3	Odessa, Texas, United States	US	USTX	TX135	31.8457	-102.368	1343067	3	Odessa, Texas, United States	US	USTX	TX135	31.8457	-102.368	1343067	20220810203000	https://www.newswest9.com/article/news/crime/odessa-woman-accused-relationship-16-year-old/513-35439c04-c6ae-4169-9611-24515c493669
1058088116	20220810	202208	2022	2022.6027											GOV	GOVERNMENT						GOV			0	014	014	01	1	0.0	5	1	5	1.51515151515151	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20220810203000	https://www.philippinetimes.com/news/272649671/pbbm-to-dti-ease-farmers-plight-with-affordable-fertilizer
1058088117	20220810	202208	2022	2022.6027											GOV	GOVERNMENT						GOV			1	036	036	03	1	4.0	2	1	2	9.23076923076923	0								3	Forsyth County, North Carolina, United States	US	USNC		36.1335	-80.2331	1008552	3	Forsyth County, North Carolina, United States	US	USNC		36.1335	-80.2331	1008552	20220810203000	https://www.yesweekly.com/kids_family/the-collection-at-triad-park-aug-14-for-free-family-concert/article_57939348-18e6-11ed-985f-63652ae90688.html
1058088118	20220810	202208	2022	2022.6027											GOV	AUTHORITIES						GOV			0	046	046	04	1	7.0	6	1	6	-5.46218487394958	0								3	Odessa, Texas, United States	US	USTX	TX135	31.8457	-102.368	1343067	3	Odessa, Texas, United States	US	USTX	TX135	31.8457	-102.368	1343067	20220810203000	https://www.newswest9.com/article/news/crime/odessa-woman-accused-relationship-16-year-old/513-35439c04-c6ae-4169-9611-24515c493669
1058088119	20220810	202208	2022	2022.6027											GOV	GOVERNMENT						GOV			0	080	080	08	2	5.0	10	1	10	-5.62977099236641	0								1	Guatemala	GT	GT		15.5	-90.25	GT	1	Guatemala	GT	GT		15.5	-90.25	GT	20220810203000	https://www.chron.com/neighborhood/opinion/outlook/article/Opinion-Biden-administration-owes-Guatemala-s-17364938.php
