1058028598	20220711	202207	2022	2022.5233											OPP	ACTIVIST						OPP			1	046	046	04	1	7.0	3	1	3	-0.97087378640777	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220810130000	https://www.ibtimes.com/analysis-florida-governors-bid-conservative-pension-bloc-faces-hurdles-3600262
1058028599	20220711	202207	2022	2022.5233	CRM	GANG						CRM													1	1821	182	18	4	-9.0	2	1	2	-10.6995884773662	4	Krugersdorp, Gauteng, South Africa	SF	SF06	77346	-26.0928	27.7907	-1248738	0								4	Krugersdorp, Gauteng, South Africa	SF	SF06	77346	-26.0928	27.7907	-1248738	20220810130000	https://www.news24.com/news24/opinions/reader_hub/women-under-siege-what-can-be-done-to-fix-sa-govts-response-to-gbv-we-want-to-hear-from-you-20220810
1058028600	20220711	202207	2022	2022.5233	CRM	GANG						CRM			AFR	AFRICA	AFR								1	1821	182	18	4	-9.0	6	1	6	-10.6995884773662	4	Krugersdorp, Gauteng, South Africa	SF	SF06	77346	-26.0928	27.7907	-1248738	4	Krugersdorp, Gauteng, South Africa	SF	SF06	77346	-26.0928	27.7907	-1248738	4	Krugersdorp, Gauteng, South Africa	SF	SF06	77346	-26.0928	27.7907	-1248738	20220810130000	https://www.news24.com/news24/opinions/reader_hub/women-under-siege-what-can-be-done-to-fix-sa-govts-response-to-gbv-we-want-to-hear-from-you-20220810
1058028601	20220711	202207	2022	2022.5233	LKA	SRI LANKA	LKA								GOV	GOVERNMENT						GOV			0	110	110	11	3	-2.0	4	1	4	-5.54156171284635	1	Sri Lanka	CE	CE		7	81	CE	1	Sri Lanka	CE	CE		7	81	CE	1	Sri Lanka	CE	CE		7	81	CE	20220810130000	https://www.cnn.com/2022/08/10/world/sri-lanka-former-president-entry-thailand-intl/
1058028602	20220711	202207	2022	2022.5233	MNCUSA	EXXON	USA					MNC			USA	UNITED STATES	USA								0	111	111	11	3	-2.0	1	1	1	-0.97087378640777	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20220810130000	https://www.ibtimes.com/analysis-florida-governors-bid-conservative-pension-bloc-faces-hurdles-3600262
1058028603	20220711	202207	2022	2022.5233	OPP	ACTIVIST						OPP													1	046	046	04	1	7.0	3	1	3	-0.97087378640777	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220810130000	https://www.ibtimes.com/analysis-florida-governors-bid-conservative-pension-bloc-faces-hurdles-3600262
1058028604	20220711	202207	2022	2022.5233	OPP	ACTIVIST						OPP													1	050	050	05	1	3.5	3	1	3	-0.97087378640777	2	Florida, United States	US	USFL		27.8333	-81.717	FL	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220810130000	https://www.ibtimes.com/analysis-florida-governors-bid-conservative-pension-bloc-faces-hurdles-3600262
1058028605	20220711	202207	2022	2022.5233	OPP	ACTIVIST						OPP			USA	UNITED STATES	USA								1	046	046	04	1	7.0	2	1	2	-0.97087378640777	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220810130000	https://www.ibtimes.com/analysis-florida-governors-bid-conservative-pension-bloc-faces-hurdles-3600262
1058028606	20220711	202207	2022	2022.5233	USA	UNITED STATES	USA								OPP	ACTIVIST						OPP			1	046	046	04	1	7.0	2	1	2	-0.97087378640777	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220810130000	https://www.ibtimes.com/analysis-florida-governors-bid-conservative-pension-bloc-faces-hurdles-3600262
1058028607	20220711	202207	2022	2022.5233	USA	UNITED STATES	USA								OPP	ACTIVIST						OPP			1	050	050	05	1	3.5	2	1	2	-0.97087378640777	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220810130000	https://www.ibtimes.com/analysis-florida-governors-bid-conservative-pension-bloc-faces-hurdles-3600262
1058028608	20220711	202207	2022	2022.5233	dak	SIOUX			dak						MIL	ARMY						MIL			1	051	051	05	1	3.4	10	1	10	-1.19760479041917	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	20220810130000	https://www.thepublicopinion.com/story/news/2022/08/10/south-dakota-bridge-dedication-ceremony-saturday-watertown/10265810002/
1058028609	20220803	202208	2022	2022.5836											COPCVL	POLICE						COP	CVL		0	040	040	04	1	1.0	10	1	10	-1.96956132497762	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20220810130000	https://www.cbc.ca/news/canada/ottawa/united-people-of-canada-st-brigids-security-force-1.6546148
1058028610	20220803	202208	2022	2022.5836											COPCVL	POLICE						COP	CVL		0	046	046	04	1	7.0	10	1	10	-1.96956132497762	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20220810130000	https://www.cbc.ca/news/canada/ottawa/united-people-of-canada-st-brigids-security-force-1.6546148
1058028611	20220803	202208	2022	2022.5836	COPCVL	POLICE						COP	CVL												0	040	040	04	1	1.0	10	1	10	-1.96956132497762	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20220810130000	https://www.cbc.ca/news/canada/ottawa/united-people-of-canada-st-brigids-security-force-1.6546148
1058028612	20220803	202208	2022	2022.5836	COPCVL	POLICE						COP	CVL												0	046	046	04	1	7.0	10	1	10	-1.96956132497762	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	0								4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20220810130000	https://www.cbc.ca/news/canada/ottawa/united-people-of-canada-st-brigids-security-force-1.6546148
1058028613	20220803	202208	2022	2022.5836	MED	SPOKESMAN						MED			scoGOV	SCOTTISH			sco			GOV			0	046	046	04	1	7.0	5	1	5	-2.8409090909091	5	East Ayrshire, East Ayrshire, United Kingdom	UK	UKU4	40176	55.5	-4.25	6077668	5	East Ayrshire, East Ayrshire, United Kingdom	UK	UKU4	40176	55.5	-4.25	6077668	5	East Ayrshire, East Ayrshire, United Kingdom	UK	UKU4	40176	55.5	-4.25	6077668	20220810130000	https://www.dailyrecord.co.uk/news/politics/bin-strikes-called-15-scottish-27706114
1058028614	20220803	202208	2022	2022.5836	MED	SPOKESMAN						MED			scoGOV	SCOTTISH			sco			GOV			0	061	061	06	2	6.4	5	1	5	-2.8409090909091	5	East Ayrshire, East Ayrshire, United Kingdom	UK	UKU4	40176	55.5	-4.25	6077668	5	East Ayrshire, East Ayrshire, United Kingdom	UK	UKU4	40176	55.5	-4.25	6077668	5	East Ayrshire, East Ayrshire, United Kingdom	UK	UKU4	40176	55.5	-4.25	6077668	20220810130000	https://www.dailyrecord.co.uk/news/politics/bin-strikes-called-15-scottish-27706114
1058028615	20220803	202208	2022	2022.5836	TWN	TAIWAN	TWN								USA	AMERICAN	USA								0	042	042	04	1	1.9	2	1	2	-2.13089802130898	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20220810130000	https://www.cbc.ca/news/world/china-taiwan-us-1.6546761
1058028616	20220803	202208	2022	2022.5836	USA	NEW YORK	USA								IGOEUREEC	THE EU	EUR	EEC				IGO			1	020	020	02	1	3.0	8	1	8	-2.25352112676057	2	California, United States	US	USCA		36.17	-119.746	CA	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220810130000	https://www.telegraph.co.uk/news/2022/08/10/brexit-britain-attracting-american-entrepreneurs-worlds-elites/
1058028617	20220803	202208	2022	2022.5836	USA	NEW YORK	USA								IGOEUREEC	THE EU	EUR	EEC				IGO			1	020	020	02	1	3.0	2	1	2	-2.25352112676057	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20220810130000	https://www.telegraph.co.uk/news/2022/08/10/brexit-britain-attracting-american-entrepreneurs-worlds-elites/
1058028618	20220803	202208	2022	2022.5836	USA	AMERICAN	USA								TWN	TAIWAN	TWN								0	043	043	04	1	2.8	2	1	2	-2.13089802130898	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20220810130000	https://www.cbc.ca/news/world/china-taiwan-us-1.6546761
1058028619	20220803	202208	2022	2022.5836	scoGOV	SCOTTISH			sco			GOV			MED	SPOKESMAN						MED			0	046	046	04	1	7.0	5	1	5	-2.8409090909091	5	East Ayrshire, East Ayrshire, United Kingdom	UK	UKU4	40176	55.5	-4.25	6077668	5	East Ayrshire, East Ayrshire, United Kingdom	UK	UKU4	40176	55.5	-4.25	6077668	5	East Ayrshire, East Ayrshire, United Kingdom	UK	UKU4	40176	55.5	-4.25	6077668	20220810130000	https://www.dailyrecord.co.uk/news/politics/bin-strikes-called-15-scottish-27706114
1058028620	20220809	202208	2022	2022.6000											NGA	KANO	NGA								1	043	043	04	1	2.8	3	1	3	4.36137071651091	0								4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	20220810130000	https://www.thisdaylive.com/index.php/2022/08/10/northwest-geopolitical-zone-can-determine-outcome-of-2023-presidential-election-says-tambuwal/
1058028621	20220809	202208	2022	2022.6000	CVL	VOTER						CVL													1	014	014	01	1	0.0	10	1	10	-1.75438596491228	4	Ainabkoi, Rift Valley, Kenya	KE	KE08	18585	-0.683333	35.1	-2241512	0								4	Ainabkoi, Rift Valley, Kenya	KE	KE08	18585	-0.683333	35.1	-2241512	20220810130000	https://www.standardmedia.co.ke/national/article/2001452884/iebc-update-14-million-kenyans-voted-electronically
1058028622	20220809	202208	2022	2022.6000	EDU	PUPIL						EDU													1	020	020	02	1	3.0	2	1	2	2.96296296296296	5	Renfrewshire, Renfrewshire, United Kingdom	UK	UKW2	40176	55.8333	-4.5	-2606148	0								5	Renfrewshire, Renfrewshire, United Kingdom	UK	UKW2	40176	55.8333	-4.5	-2606148	20220810130000	https://www.dailyrecord.co.uk/in-your-area/renfrewshire/support-available-renfrewshire-students-following-27706148
1058028623	20220809	202208	2022	2022.6000	EDU	PUPIL						EDU			GBR	UNITED KINGDOM	GBR								1	020	020	02	1	3.0	2	1	2	2.96296296296296	4	Barrhead, East Renfrewshire, United Kingdom	UK	UKU7	40176	55.7833	-4.38333	-2589333	4	Barrhead, East Renfrewshire, United Kingdom	UK	UKU7	40176	55.7833	-4.38333	-2589333	4	Barrhead, East Renfrewshire, United Kingdom	UK	UKU7	40176	55.7833	-4.38333	-2589333	20220810130000	https://www.dailyrecord.co.uk/in-your-area/renfrewshire/support-available-renfrewshire-students-following-27706148
1058028624	20220809	202208	2022	2022.6000	EDU	PUPIL						EDU			GBR	UNITED KINGDOM	GBR								1	020	020	02	1	3.0	2	1	2	2.96296296296296	5	Renfrewshire, Renfrewshire, United Kingdom	UK	UKW2	40176	55.8333	-4.5	-2606148	5	Renfrewshire, Renfrewshire, United Kingdom	UK	UKW2	40176	55.8333	-4.5	-2606148	5	Renfrewshire, Renfrewshire, United Kingdom	UK	UKW2	40176	55.8333	-4.5	-2606148	20220810130000	https://www.dailyrecord.co.uk/in-your-area/renfrewshire/support-available-renfrewshire-students-following-27706148
1058028625	20220809	202208	2022	2022.6000	EDU	UNIVERSITY						EDU			GOV	GOVERNMENT						GOV			1	181	181	18	4	-9.0	2	1	2	-4.46043165467626	4	Umuahia, Abia, Nigeria	NI	NI45	191355	5.52627	7.48959	-2029249	4	Umuahia, Abia, Nigeria	NI	NI45	191355	5.52627	7.48959	-2029249	4	Umuahia, Abia, Nigeria	NI	NI45	191355	5.52627	7.48959	-2029249	20220810130000	https://www.thisdaylive.com/index.php/2022/08/10/abia-women-protest-continued-captivity-of-abducted-medical-doctor-2/
1058028626	20220809	202208	2022	2022.6000	EDU	UNIVERSITY						EDU			GOV	GOVERNMENT						GOV			1	181	181	18	4	-9.0	6	1	6	-4.46043165467626	4	Umuopara, Nigeria (general), Nigeria	NI	NI00	191348	5.55	7.43333	-2029479	4	Umuopara, Nigeria (general), Nigeria	NI	NI00	191348	5.55	7.43333	-2029479	4	Umuopara, Nigeria (general), Nigeria	NI	NI00	191348	5.55	7.43333	-2029479	20220810130000	https://www.thisdaylive.com/index.php/2022/08/10/abia-women-protest-continued-captivity-of-abducted-medical-doctor-2/
1058028627	20220809	202208	2022	2022.6000	GBREDU	UNITED KINGDOM	GBR					EDU													1	020	020	02	1	3.0	4	1	4	2.96296296296296	5	Renfrewshire, Renfrewshire, United Kingdom	UK	UKW2	40176	55.8333	-4.5	-2606148	0								5	Renfrewshire, Renfrewshire, United Kingdom	UK	UKW2	40176	55.8333	-4.5	-2606148	20220810130000	https://www.dailyrecord.co.uk/in-your-area/renfrewshire/support-available-renfrewshire-students-following-27706148
1058028628	20220809	202208	2022	2022.6000	NGA	KANO	NGA																		1	042	042	04	1	1.9	3	1	3	4.36137071651091	5	Jigawa State, Jigawa, Nigeria	NI	NI39	22669	12	9.75	29625	0								5	Jigawa State, Jigawa, Nigeria	NI	NI39	22669	12	9.75	29625	20220810130000	https://www.thisdaylive.com/index.php/2022/08/10/northwest-geopolitical-zone-can-determine-outcome-of-2023-presidential-election-says-tambuwal/
1058028629	20220809	202208	2022	2022.6000	NGAEDU	NIGERIA	NGA					EDU			GOV	GOVERNMENT						GOV			1	181	181	18	4	-9.0	1	1	1	-4.46043165467626	4	Umuahia, Abia, Nigeria	NI	NI45	191355	5.52627	7.48959	-2029249	4	Umuahia, Abia, Nigeria	NI	NI45	191355	5.52627	7.48959	-2029249	4	Umuahia, Abia, Nigeria	NI	NI45	191355	5.52627	7.48959	-2029249	20220810130000	https://www.thisdaylive.com/index.php/2022/08/10/abia-women-protest-continued-captivity-of-abducted-medical-doctor-2/
1058028630	20220809	202208	2022	2022.6000	UAF	GUNMEN						UAF			EDU	UNIVERSITY						EDU			1	181	181	18	4	-9.0	10	1	10	-4.46043165467626	4	Umuahia, Abia, Nigeria	NI	NI45	191355	5.52627	7.48959	-2029249	4	Umuahia, Abia, Nigeria	NI	NI45	191355	5.52627	7.48959	-2029249	4	Umuahia, Abia, Nigeria	NI	NI45	191355	5.52627	7.48959	-2029249	20220810130000	https://www.thisdaylive.com/index.php/2022/08/10/abia-women-protest-continued-captivity-of-abducted-medical-doctor-2/
1058028631	20220810	202208	2022	2022.6027											BUS	INDUSTRY						BUS			0	031	031	03	1	5.2	20	1	20	3.63036303630363	0								1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20220810130000	https://www.prnewswire.com/news-releases/xion-global-and-xion-finance-are-coming-to-polygon-301603213.html
1058028632	20220810	202208	2022	2022.6027											BUS	BANK						BUS			1	036	036	03	1	4.0	10	1	10	-1.76991150442478	0								4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	20220810130000	https://economictimes.indiatimes.com/industry/banking/finance/banking/rbi-cancels-banking-licence-of-rupee-co-operative-bank/articleshow/93481379.cms
1058028633	20220810	202208	2022	2022.6027											BUS	COMPANY						BUS			0	042	042	04	1	1.9	2	1	2	-4.02010050251256	0								4	Druzhba, Minskaya Voblasts', Belarus	BO	BO06	39990	53.7683	30.6406	149097	4	Druzhba, Minskaya Voblasts', Belarus	BO	BO06	39990	53.7683	30.6406	149097	20220810130000	https://edition.cnn.com/europe/live-news/russia-ukraine-war-news-08-10-22/h_30180288006142d80a3df268e111183d
1058028634	20220810	202208	2022	2022.6027											BUS	INVESTOR						BUS			0	043	043	04	1	2.8	6	1	6	-0.65616797900263	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220810130000	https://www.forbes.com/sites/davidblackmon/2022/08/10/evolving-oil-and-gas-shale-boom-appears-poised-for-ma-growth/
1058028635	20220810	202208	2022	2022.6027											BUS	COMPANY						BUS			1	060	060	06	2	6.0	8	1	8	2.40549828178694	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20220810130000	https://www.multifamilybiz.com/pressreleases/15227/cushman__wakefield_arranges_sale_of_mobile_625_mul...
1058028636	20220810	202208	2022	2022.6027											BUS	COMPANY						BUS			1	060	060	06	2	6.0	2	1	2	2.40549828178694	0								2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220810130000	https://www.multifamilybiz.com/pressreleases/15227/cushman__wakefield_arranges_sale_of_mobile_625_mul...
1058028637	20220810	202208	2022	2022.6027											CAN	MONTREAL	CAN								0	013	013	01	1	0.4	8	1	8	1.63170163170163	0								4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20220810130000	https://doppleronline.ca/huntsville/hhs-graduate-gets-his-doctorate-in-astrophysics/
1058028638	20220810	202208	2022	2022.6027											CAN	CANADA	CAN								0	042	042	04	1	1.9	4	1	4	1.7797552836485	0								4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	20220810130000	https://www.castanet.net/news/Kelowna/379508/Kelowna-Museums-offers-introductory-syilx-language-course-for-all-learners
1058028639	20220810	202208	2022	2022.6027											CHE	DAVOS	CHE								1	036	036	03	1	4.0	5	1	5	-3.27380952380952	0								0								0								20220810130000	https://www.nature.com/articles/d41586-022-02144-6
1058028640	20220810	202208	2022	2022.6027											CHN	CHINA	CHN								0	050	050	05	1	3.5	5	1	5	-2.78969957081546	0								4	Xinjiang, Jiangxi, China	CH	CH03	13167	27.7481	116.274	11065838	4	Xinjiang, Jiangxi, China	CH	CH03	13167	27.7481	116.274	11065838	20220810130000	https://www.shanghaisun.com/news/272649087/pelosi-visit-was-a-wake-up-call-for-china-appeasing-the-us-will-never-work
1058028641	20220810	202208	2022	2022.6027											CVL	RESIDENTS						CVL			1	020	020	02	1	3.0	10	1	10	-3.85964912280702	0								4	Daejeon, Taejon-gwangyoksi, South Korea	KS	KS19	24986	36.3214	127.42	-717199	4	Daejeon, Taejon-gwangyoksi, South Korea	KS	KS19	24986	36.3214	127.42	-717199	20220810130000	http://www.arirang.com/News/News_View.asp?sys_lang=Eng&nseq=305428
1058028642	20220810	202208	2022	2022.6027											CVL	VILLAGE						CVL			0	020	020	02	1	3.0	10	1	10	0.19782393669634	0								4	Douglas River, Cork, Ireland	EI	EI04	18286	51.8817	-8.38361	328542	4	Douglas River, Cork, Ireland	EI	EI04	18286	51.8817	-8.38361	328542	20220810130000	https://www.corkindependent.com/2022/08/10/kierans-heritage-week-tours-from-13-21-august/
1058028643	20220810	202208	2022	2022.6027											CVL	COMMUNITY						CVL			0	036	036	03	1	4.0	10	1	10	0.19782393669634	0								4	Douglas River, Cork, Ireland	EI	EI04	18286	51.8817	-8.38361	328542	4	Douglas River, Cork, Ireland	EI	EI04	18286	51.8817	-8.38361	328542	20220810130000	https://www.corkindependent.com/2022/08/10/kierans-heritage-week-tours-from-13-21-august/
1058028644	20220810	202208	2022	2022.6027											CVL	RESIDENTS						CVL			1	040	040	04	1	1.0	10	1	10	-0.272479564032697	0								1	Portugal	PO	PO		39.5	-8	PO	1	Portugal	PO	PO		39.5	-8	PO	20220810130000	https://www.liverpoolecho.co.uk/news/liverpool-news/public-asked-say-changes-around-24713347
1058028645	20220810	202208	2022	2022.6027											CVL	VOTER						CVL			1	040	040	04	1	1.0	3	1	3	0.41208791208791	0								2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20220810130000	https://tennesseelookout.com/2022/08/10/democrats-caught-up-in-voter-data-snafu/
1058028646	20220810	202208	2022	2022.6027											CVL	INDIGENOUS PEOPLE						CVL			1	043	043	04	1	2.8	6	1	6	1.7797552836485	0								4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	20220810130000	https://www.castanet.net/news/Kelowna/379508/Kelowna-Museums-offers-introductory-syilx-language-course-for-all-learners
1058028647	20220810	202208	2022	2022.6027											CVL	COMMUNITY						CVL			1	060	060	06	2	6.0	2	1	2	2.66666666666666	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220810130000	https://www.multifamilybiz.com/pressreleases/15226/cushman__wakefield_arranges_sale_of_208unit_the_an...
1058028648	20220810	202208	2022	2022.6027											CVL	COMMUNITY						CVL			0	141	141	14	3	-6.5	3	1	3	-2.96803652968036	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20220810130000	https://www.castanet.net/news/Vernon/379470/Vernon-Monashee-MLA-says-she-won-t-let-recall-petition-slow-her-down
1058028649	20220810	202208	2022	2022.6027											DEU	BRUNSWICK	DEU								0	042	042	04	1	1.9	3	1	3	-4.25963488843813	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20220810130000	https://thegrio.com/2022/08/10/ahmaud-arberys-hometown-honors-him-by-renaming-2-7-miles-of-a-street-in-the-black-community/
1058028650	20220810	202208	2022	2022.6027											EDU	SCHOOL						EDU			1	036	036	03	1	4.0	10	1	10	4.08163265306122	0								3	North Carolina State University, North Carolina, United States	US	USNC		35.7871	-78.6725	991203	3	North Carolina State University, North Carolina, United States	US	USNC		35.7871	-78.6725	991203	20220810130000	https://www.hospitalitynet.org/announcement/41008373/rocket-hotels-opens-springhill-suites-by-marriott-in-apex-north-carolina.html
