1058107621	20210810	202108	2021	2021.6027											FRA	LYON	FRA								1	036	036	03	1	4.0	6	1	6	3.83299110198494	0								2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20220810234500	https://www.desmoinesregister.com/story/news/local/iowa-state-fair/2022/08/10/iowa-state-fair-butter-cow-sculpture-2022-the-music-man-side-piece/10160216002/
1058107622	20210810	202108	2021	2021.6027	BUS	AIRLINE						BUS													1	010	010	01	1	0.0	20	2	20	-1.46666666666666	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	0								4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	20220810234500	https://www.bbc.co.uk/news/business-62495846
1058107623	20210810	202108	2021	2021.6027	CHN	CHINA	CHN								BUS	COMPANY						BUS			0	080	080	08	2	5.0	2	1	2	0	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20220810234500	https://www.hellenicshippingnews.com/midsize-crude-product-tanker-earnings-boom-on-trade-shifts-international-seaways/
1058107624	20210810	202108	2021	2021.6027	GBRGOV	UNITED KINGDOM	GBR					GOV			GBR	UNITED KINGDOM	GBR								1	015	015	01	1	0.0	1	1	1	-5.37190082644629	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20220810234500	https://kitchener.ctvnews.ca/man-pleads-guilty-to-threatening-prime-minister-during-cambridge-campaign-stop-1.6022337
1058107625	20210810	202108	2021	2021.6027	GOV	PRIME MINISTER						GOV													1	015	015	01	1	0.0	2	1	2	-5.37190082644629	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20220810234500	https://kitchener.ctvnews.ca/man-pleads-guilty-to-threatening-prime-minister-during-cambridge-campaign-stop-1.6022337
1058107626	20210810	202108	2021	2021.6027	GOV	PRIME MINISTER						GOV			GBR	UNITED KINGDOM	GBR								1	015	015	01	1	0.0	5	1	5	-5.37190082644629	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20220810234500	https://kitchener.ctvnews.ca/man-pleads-guilty-to-threatening-prime-minister-during-cambridge-campaign-stop-1.6022337
1058107627	20210810	202108	2021	2021.6027	USA	UNITED STATES	USA								FRA	LYON	FRA								1	036	036	03	1	4.0	2	1	2	3.83299110198494	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20220810234500	https://www.desmoinesregister.com/story/news/local/iowa-state-fair/2022/08/10/iowa-state-fair-butter-cow-sculpture-2022-the-music-man-side-piece/10160216002/
1058107628	20210810	202108	2021	2021.6027	USA	UNITED STATES	USA								USAEDU	UNITED STATES	USA					EDU			0	013	013	01	1	0.4	1	1	1	1.67539267015707	3	Escambia County, Florida, United States	US	USFL	FL033	30.6669	-87.3333	295737	3	Warrington Middle School, Florida, United States	US	USFL		30.4057	-87.2732	292896	3	Escambia County, Florida, United States	US	USFL		30.6669	-87.3333	295737	20220810234500	https://www.wuwf.org/local-news/2022-08-10/warrington-middle-looks-to-have-successful-year-as-charter-transition-begins
1058107629	20210810	202108	2021	2021.6027	USA	UNITED STATES	USA								USAEDU	UNITED STATES	USA					EDU			0	013	013	01	1	0.4	1	1	1	1.67539267015707	3	Escambia County, Florida, United States	US	USFL	FL033	30.6669	-87.3333	295737	3	Escambia County, Florida, United States	US	USFL		30.6669	-87.3333	295737	3	Escambia County, Florida, United States	US	USFL		30.6669	-87.3333	295737	20220810234500	https://www.wuwf.org/local-news/2022-08-10/warrington-middle-looks-to-have-successful-year-as-charter-transition-begins
1058107630	20210810	202108	2021	2021.6027	USA	UNITED STATES	USA								USAEDU	UNITED STATES	USA					EDU			0	050	050	05	1	3.5	1	1	1	1.67539267015707	3	Escambia County, Florida, United States	US	USFL	FL033	30.6669	-87.3333	295737	3	Warrington Middle School, Florida, United States	US	USFL		30.4057	-87.2732	292896	3	Escambia County, Florida, United States	US	USFL		30.6669	-87.3333	295737	20220810234500	https://www.wuwf.org/local-news/2022-08-10/warrington-middle-looks-to-have-successful-year-as-charter-transition-begins
1058107631	20210810	202108	2021	2021.6027	USA	UNITED STATES	USA								USAEDU	UNITED STATES	USA					EDU			0	050	050	05	1	3.5	1	1	1	1.67539267015707	3	Escambia County, Florida, United States	US	USFL	FL033	30.6669	-87.3333	295737	3	Escambia County, Florida, United States	US	USFL		30.6669	-87.3333	295737	3	Escambia County, Florida, United States	US	USFL		30.6669	-87.3333	295737	20220810234500	https://www.wuwf.org/local-news/2022-08-10/warrington-middle-looks-to-have-successful-year-as-charter-transition-begins
1058107632	20210810	202108	2021	2021.6027	USAEDU	UNITED STATES	USA					EDU			EDU	SCHOOL						EDU			0	050	050	05	1	3.5	2	1	2	1.67539267015707	3	Warrington Middle School, Florida, United States	US	USFL	FL033	30.4057	-87.2732	292896	3	Warrington Middle School, Florida, United States	US	USFL		30.4057	-87.2732	292896	3	Warrington Middle School, Florida, United States	US	USFL		30.4057	-87.2732	292896	20220810234500	https://www.wuwf.org/local-news/2022-08-10/warrington-middle-looks-to-have-successful-year-as-charter-transition-begins
1058107633	20210810	202108	2021	2021.6027	USAEDU	UNITED STATES	USA					EDU			USA	UNITED STATES	USA								0	050	050	05	1	3.5	4	1	4	1.67539267015707	3	Warrington Middle School, Florida, United States	US	USFL	FL033	30.4057	-87.2732	292896	3	Warrington Middle School, Florida, United States	US	USFL		30.4057	-87.2732	292896	3	Warrington Middle School, Florida, United States	US	USFL		30.4057	-87.2732	292896	20220810234500	https://www.wuwf.org/local-news/2022-08-10/warrington-middle-looks-to-have-successful-year-as-charter-transition-begins
1058107634	20220711	202207	2022	2022.5233	CYM	CAYMAN ISLAND	CYM								RUS	RUSSIA	RUS								0	051	051	05	1	3.4	1	1	1	-5.25087514585764	1	Cayman Islands	CJ	CJ		19.5	-80.666667	CJ	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20220810234500	https://www.mysanantonio.com/entertainment/article/Armie-Hammer-s-Alleged-Victims-Reveal-Shocking-17364298.php
1058107635	20220803	202208	2022	2022.5836											USA	UNITED STATES	USA								0	112	112	11	3	-2.0	4	1	4	-2.49110320284697	0								2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20220810234500	https://www.foxnews.com/media/arkansas-paper-tells-sarah-huckabee-sanders-plenty-room-op-ed-bias
1058107636	20220803	202208	2022	2022.5836	COP	DEPUTIES						COP			BUS	BUSINESS						BUS			1	012	012	01	1	-0.4	2	1	2	-4.75	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220810234500	https://www.beaumontenterprise.com/opinions/editorials/article/Game-room-crackdown-is-justified-in-Orange-17355369.php
1058107637	20220803	202208	2022	2022.5836	GBR	UNITED KINGDOM	GBR								USA	LOS ANGELES	USA								1	172	172	17	4	-5.0	5	1	5	0.86206896551724	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20220810234500	https://www.leducrep.com:443/opinion/alberta-needs-robust-climate-plan
1058107638	20220803	202208	2022	2022.5836	GOV	FIRE MARSHAL						GOV			USA	UNITED STATES	USA								1	042	042	04	1	1.9	6	1	6	0.434782608695652	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	3	Salem, Oregon, United States	US	USOR	OR047	44.9429	-123.035	1167861	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20220810234500	https://ktvz.com/news/central-oregon/2022/08/10/oregon-fire-marshal-hosting-5-c-o-town-hall-meetings-on-defensible-space-code-development/
1058107639	20220803	202208	2022	2022.5836	GOV	FIRE MARSHAL						GOV			USA	OREGON	USA								1	042	042	04	1	1.9	4	1	4	0.434782608695652	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20220810234500	https://ktvz.com/news/central-oregon/2022/08/10/oregon-fire-marshal-hosting-5-c-o-town-hall-meetings-on-defensible-space-code-development/
